,Unnamed: 0.1,Unnamed: 0,id,date,sentiment,irony,Unnamed: 0.2
38540394,38355,38355,1812382227524722837,2024-07-14,NEU,not ironic,
38540395,38356,38356,1812382227340091773,2024-07-14,NEG,not ironic,
38540396,38357,38357,1812382226728022501,2024-07-14,NEG,not ironic,
38540397,38358,38358,1812382226182525065,2024-07-14,NEU,ironic,
38540398,38359,38359,1812382226018935163,2024-07-14,NEG,ironic,
38540399,38360,38360,1812382225712726319,2024-07-14,NEG,not ironic,
38540400,38361,38361,1812382225503269303,2024-07-14,NEG,ironic,
38540401,38362,38362,1812382224534114804,2024-07-14,NEU,ironic,
38540402,38363,38363,1812382223896813622,2024-07-14,NEU,not ironic,
38540403,38364,38364,1812382223649161236,2024-07-14,POS,not ironic,
38540404,38365,38365,1812382223405810075,2024-07-14,NEU,not ironic,
38540405,38366,38366,1812382222621757797,2024-07-14,NEU,ironic,
38540406,38367,38367,1812382222483067249,2024-07-14,NEG,not ironic,
38540407,38368,38368,1812382222302740784,2024-07-14,NEG,not ironic,
38540408,38369,38369,1812382222277599257,2024-07-14,NEG,not ironic,
38540409,38370,38370,1812382222055571735,2024-07-14,NEU,not ironic,
38540410,38371,38371,1812382220570529947,2024-07-14,NEU,not ironic,
38540411,38372,38372,1812382220134338841,2024-07-14,NEU,ironic,
38540412,38373,38373,1812382219953897932,2024-07-14,NEU,not ironic,
38540413,38374,38374,1812382219471900930,2024-07-14,NEU,not ironic,
38540414,38375,38375,1812382219232563660,2024-07-14,NEG,not ironic,
38540415,38376,38376,1812382218813092044,2024-07-14,POS,not ironic,
38540416,38377,38377,1812382218200678856,2024-07-14,NEG,not ironic,
38540417,38378,38378,1812382217836147098,2024-07-14,POS,not ironic,
38540418,38379,38379,1812382217814835552,2024-07-14,POS,not ironic,
38540419,38380,38380,1812382216288428343,2024-07-14,NEG,ironic,
38540420,38381,38381,1812382215646617784,2024-07-14,NEG,not ironic,
38540421,38382,38382,1812382215466066229,2024-07-14,NEG,not ironic,
38540422,38383,38383,1812382215424115085,2024-07-14,NEU,not ironic,
38540423,38384,38384,1812382215277539661,2024-07-14,NEU,not ironic,
38540424,38385,38385,1812382214837162282,2024-07-14,NEG,not ironic,
38540425,38386,38386,1812382214081950181,2024-07-14,NEG,not ironic,
38540426,38387,38387,1812382214060982358,2024-07-14,NEG,not ironic,
38540427,38388,38388,1812382211934490707,2024-07-14,NEU,ironic,
38540428,38389,38389,1812382210520981605,2024-07-14,NEU,not ironic,
38540429,38390,38390,1812382210395079149,2024-07-14,NEG,ironic,
38540430,38391,38391,1812382210189660298,2024-07-14,NEG,ironic,
38540431,38392,38392,1812382210151838056,2024-07-14,NEU,not ironic,
38540432,38393,38393,1812382210013724788,2024-07-14,NEG,ironic,
38540433,38394,38394,1812382209975677246,2024-07-14,NEG,ironic,
38540434,38395,38395,1812382209782775823,2024-07-14,POS,not ironic,
38540435,38396,38396,1812382208704835865,2024-07-14,NEG,not ironic,
38540436,38397,38397,1812382207287210036,2024-07-14,NEG,not ironic,
38540437,38398,38398,1812382207169675415,2024-07-14,NEG,ironic,
38540438,38399,38399,1812382207107072369,2024-07-14,NEU,ironic,
38540439,38400,38400,1812382206796468229,2024-07-14,NEU,ironic,
38540440,38401,38401,1812382206750228597,2024-07-14,NEG,ironic,
38540441,38402,38402,1812382206221799691,2024-07-14,NEG,ironic,
38540442,38403,38403,1812382206108840096,2024-07-14,NEG,not ironic,
38540443,38404,38404,1812382205852655681,2024-07-14,NEU,ironic,
38540444,38405,38405,1812382205680763032,2024-07-14,NEU,not ironic,
38540445,38406,38406,1812382205496131957,2024-07-14,NEU,not ironic,
38540446,38407,38407,1812382203805864198,2024-07-14,NEG,ironic,
38540447,38408,38408,1812382203424526509,2024-07-14,NEU,not ironic,
38540448,38409,38409,1812382203256394028,2024-07-14,NEU,not ironic,
38540449,38410,38410,1812382203235733700,2024-07-14,NEG,ironic,
38540450,38411,38411,1812382203189297395,2024-07-14,NEG,not ironic,
38540451,38412,38412,1812382202740752819,2024-07-14,NEG,not ironic,
38540452,38413,38413,1812382202069414237,2024-07-14,NEU,not ironic,
38540453,38414,38414,1812382202035830984,2024-07-14,NEG,ironic,
38540454,38415,38415,1812382201708753315,2024-07-14,NEU,not ironic,
38540455,38416,38416,1812382201687724497,2024-07-14,NEU,ironic,
38540456,38417,38417,1812382201473818725,2024-07-14,NEG,not ironic,
38540457,38418,38418,1812382201256059382,2024-07-14,NEG,not ironic,
38540458,38419,38419,1812382201020846176,2024-07-14,NEU,not ironic,
38540459,38420,38420,1812382200844722524,2024-07-14,NEG,not ironic,
38540460,38421,38421,1812382200819499201,2024-07-14,NEU,not ironic,
38540461,38422,38422,1812382200622403981,2024-07-14,NEG,ironic,
38540462,38423,38423,1812382200538484992,2024-07-14,NEU,not ironic,
38540463,38424,38424,1812382198147760485,2024-07-14,POS,not ironic,
38540464,38425,38425,1812382197363380272,2024-07-14,NEU,not ironic,
38540465,38426,38426,1812382196478689611,2024-07-14,NEG,not ironic,
38540466,38427,38427,1812382196381999322,2024-07-14,NEG,ironic,
38540467,38428,38428,1812382195354308880,2024-07-14,POS,ironic,
38540468,38429,38429,1812382195337592891,2024-07-14,NEU,ironic,
38540469,38430,38430,1812382194611949692,2024-07-14,NEU,ironic,
38540470,38431,38431,1812382194582917353,2024-07-14,NEG,not ironic,
38540471,38432,38432,1812382194113052714,2024-07-14,NEU,not ironic,
38540472,38433,38433,1812382194033123828,2024-07-14,NEU,not ironic,
38540473,38434,38434,1812382193672478801,2024-07-14,NEU,not ironic,
38540474,38435,38435,1812382193622397020,2024-07-14,NEU,not ironic,
38540475,38436,38436,1812382193198735590,2024-07-14,NEU,ironic,
38540476,38437,38437,1812382193144222132,2024-07-14,NEU,not ironic,
38540477,38438,38438,1812382192791605583,2024-07-14,NEU,not ironic,
38540478,38439,38439,1812382192355389842,2024-07-14,NEG,not ironic,
38540479,38440,38440,1812382192070254839,2024-07-14,NEG,not ironic,
38540480,38441,38441,1812382192053489671,2024-07-14,NEG,not ironic,
38540481,38442,38442,1812382191910809982,2024-07-14,NEU,not ironic,
38540482,38443,38443,1812382191667859509,2024-07-14,NEG,ironic,
38540483,38444,38444,1812382191348756686,2024-07-14,NEG,not ironic,
38540484,38445,38445,1812382190409298331,2024-07-14,NEG,not ironic,
38540485,38446,38446,1812382189813735500,2024-07-14,NEU,ironic,
38540486,38447,38447,1812382189553602724,2024-07-14,POS,ironic,
38540487,38448,38448,1812382189398401353,2024-07-14,NEG,not ironic,
38540488,38449,38449,1812382187645260188,2024-07-14,NEU,not ironic,
38540489,38450,38450,1812382187511030125,2024-07-14,NEG,not ironic,
38540490,38451,38451,1812382187188346991,2024-07-14,NEG,not ironic,
38540491,38452,38452,1812382187041247649,2024-07-14,NEG,not ironic,
38540492,38453,38453,1812382186860867920,2024-07-14,NEG,ironic,
38540493,38454,38454,1812382186705740279,2024-07-14,NEU,not ironic,
38540494,38455,38455,1812382186353357191,2024-07-14,NEG,not ironic,
38540495,38456,38456,1812382184709189980,2024-07-14,NEU,not ironic,
38540496,38457,38457,1812382184600224162,2024-07-14,NEG,ironic,
38540497,38458,38458,1812382184461726057,2024-07-14,POS,not ironic,
38540498,38459,38459,1812382184340115513,2024-07-14,NEG,ironic,
38540499,38460,38460,1812382183761358980,2024-07-14,NEG,ironic,
38540500,38461,38461,1812382183606350058,2024-07-14,NEG,ironic,
38540501,38462,38462,1812382183228879268,2024-07-14,POS,ironic,
38540502,38463,38463,1812382182515589514,2024-07-14,NEG,not ironic,
38540503,38464,38464,1812382182197084168,2024-07-14,NEG,ironic,
38540504,38465,38465,1812382182079614993,2024-07-14,NEU,ironic,
38540505,38466,38466,1812382181983236603,2024-07-14,NEU,not ironic,
38540506,38467,38467,1812382181819400497,2024-07-14,NEG,not ironic,
38540507,38468,38468,1812382181597085796,2024-07-14,NEG,not ironic,
38540508,38469,38469,1812382181374693838,2024-07-14,NEG,ironic,
38540509,38470,38470,1812382180942684282,2024-07-14,NEU,ironic,
38540510,38471,38471,1812382180934635685,2024-07-14,NEG,not ironic,
38540511,38472,38472,1812382180771016857,2024-07-14,NEG,ironic,
38540512,38473,38473,1812382180762333261,2024-07-14,NEU,ironic,
38540513,38474,38474,1812382179751592313,2024-07-14,NEG,not ironic,
38540514,38475,38475,1812382179558555793,2024-07-14,NEU,ironic,
38540515,38476,38476,1812382178707152953,2024-07-14,NEG,not ironic,
38540516,38477,38477,1812382178015162796,2024-07-14,NEG,ironic,
38540517,38478,38478,1812382177621057569,2024-07-14,NEG,ironic,
38540518,38479,38479,1812382177448923577,2024-07-14,NEU,not ironic,
38540519,38480,38480,1812382177289482710,2024-07-14,NEG,not ironic,
38540520,38481,38481,1812382177231015949,2024-07-14,NEG,not ironic,
