,Unnamed: 0.1,Unnamed: 0,id,date,sentiment,irony,Unnamed: 0.2
3103573,14759,14759,1812840835794321683,2024-07-15,NEG,not ironic,
3103574,14760,14760,1812840835148382600,2024-07-15,NEU,ironic,
3103575,14761,14761,1812840835127320845,2024-07-15,NEG,not ironic,
3103576,14762,14762,1812840835115081767,2024-07-15,NEG,not ironic,
3103577,14763,14763,1812840834670428487,2024-07-15,NEG,not ironic,
3103578,14764,14764,1812840834338828685,2024-07-15,NEU,ironic,
3103579,14765,14765,1812840833999102220,2024-07-15,NEG,not ironic,
3103580,14766,14766,1812840833684734382,2024-07-15,NEG,ironic,
3103581,14767,14767,1812840833592201623,2024-07-15,NEG,ironic,
3103582,14768,14768,1812840833416311143,2024-07-15,NEU,not ironic,
3103583,14769,14769,1812840833324024143,2024-07-15,POS,not ironic,
3103584,14770,14770,1812840833030263118,2024-07-15,POS,not ironic,
3103585,14771,14771,1812840832904372369,2024-07-15,NEU,not ironic,
3103586,14772,14772,1812840831901999353,2024-07-15,NEG,not ironic,
3103587,14773,14773,1812840831717400977,2024-07-15,NEG,not ironic,
3103588,14774,14774,1812840831318909351,2024-07-15,NEG,ironic,
3103589,14775,14775,1812840831125975454,2024-07-15,NEU,not ironic,
3103590,14776,14776,1812840830341656901,2024-07-15,NEG,not ironic,
3103591,14777,14777,1812840829343461613,2024-07-15,NEG,not ironic,
3103592,14778,14778,1812840829112987712,2024-07-15,NEG,ironic,
3103593,14779,14779,1812840829075050688,2024-07-15,POS,not ironic,
3103594,14780,14780,1812840828177387905,2024-07-15,NEU,not ironic,
3103595,14781,14781,1812840827485368404,2024-07-15,NEG,ironic,
3103596,14782,14782,1812840827460505990,2024-07-15,POS,not ironic,
3103597,14783,14783,1812840827065880742,2024-07-15,NEG,not ironic,
3103598,14784,14784,1812840826923622727,2024-07-15,NEU,not ironic,
3103599,14785,14785,1812840826520657928,2024-07-15,NEU,not ironic,
3103600,14786,14786,1812840826516525132,2024-07-15,NEU,ironic,
3103601,14787,14787,1812840826419966080,2024-07-15,POS,not ironic,
3103602,14788,14788,1812840825836986629,2024-07-15,NEG,not ironic,
3103603,14789,14789,1812840825233264842,2024-07-15,NEG,ironic,
3103604,14790,14790,1812840825103282501,2024-07-15,NEU,not ironic,
3103605,14791,14791,1812840824989749702,2024-07-15,NEG,ironic,
3103606,14792,14792,1812840824868151464,2024-07-15,NEU,ironic,
3103607,14793,14793,1812840822980907126,2024-07-15,NEU,not ironic,
3103608,14794,14794,1812840822884151648,2024-07-15,NEG,not ironic,
3103609,14795,14795,1812840822867370304,2024-07-15,NEU,not ironic,
3103610,14796,14796,1812840822510944385,2024-07-15,NEG,not ironic,
3103611,14797,14797,1812840822255256038,2024-07-15,NEG,ironic,
3103612,14798,14798,1812840821458145453,2024-07-15,NEG,not ironic,
3103613,14799,14799,1812840821294559651,2024-07-15,NEG,not ironic,
3103614,14800,14800,1812840821256769622,2024-07-15,NEG,ironic,
3103615,14801,14801,1812840820736721135,2024-07-15,NEU,not ironic,
3103616,14802,14802,1812840819373547968,2024-07-15,NEG,not ironic,
3103617,14803,14803,1812840819017064915,2024-07-15,NEG,ironic,
3103618,14804,14804,1812840817104502843,2024-07-15,NEU,ironic,
3103619,14805,14805,1812840815942623258,2024-07-15,NEU,not ironic,
3103620,14806,14806,1812840815925858475,2024-07-15,NEU,not ironic,
3103621,14807,14807,1812840815678390486,2024-07-15,NEU,not ironic,
3103622,14808,14808,1812840814772355168,2024-07-15,NEU,not ironic,
3103623,14809,14809,1812840814646628718,2024-07-15,NEG,ironic,
3103624,14810,14810,1812840813992333467,2024-07-15,NEG,not ironic,
3103625,14811,14811,1812840813916762479,2024-07-15,NEG,not ironic,
3103626,14812,14812,1812840813874876721,2024-07-15,NEU,not ironic,
3103627,14813,14813,1812840813606367423,2024-07-15,NEG,ironic,
3103628,14814,14814,1812840813564473388,2024-07-15,NEU,not ironic,
3103629,14815,14815,1812840813316985179,2024-07-15,NEU,ironic,
3103630,14816,14816,1812840813174419554,2024-07-15,NEG,not ironic,
3103631,14817,14817,1812840812977463312,2024-07-15,NEU,ironic,
3103632,14818,14818,1812840812561969659,2024-07-15,POS,not ironic,
3103633,14819,14819,1812840812134424653,2024-07-15,NEG,ironic,
3103634,14820,14820,1812840811970617506,2024-07-15,NEG,not ironic,
3103635,14821,14821,1812840811924447440,2024-07-15,NEG,ironic,
3103636,14822,14822,1812840811798597734,2024-07-15,NEG,not ironic,
3103637,14823,14823,1812840811786019319,2024-07-15,NEU,not ironic,
3103638,14824,14824,1812840811773435911,2024-07-15,NEG,ironic,
3103639,14825,14825,1812840811073003674,2024-07-15,NEU,ironic,
3103640,14826,14826,1812840810892722353,2024-07-15,NEG,not ironic,
3103641,14827,14827,1812840810527752308,2024-07-15,NEU,not ironic,
3103642,14828,14828,1812840809877885362,2024-07-15,NEG,not ironic,
3103643,14829,14829,1812840809395368150,2024-07-15,NEU,ironic,
3103644,14830,14830,1812840808648708273,2024-07-15,POS,not ironic,
3103645,14831,14831,1812840808216682529,2024-07-15,NEU,not ironic,
3103646,14832,14832,1812840808116044248,2024-07-15,NEU,not ironic,
3103647,14833,14833,1812840807088398653,2024-07-15,NEU,not ironic,
3103648,14834,14834,1812840806828433439,2024-07-15,NEU,not ironic,
3103649,14835,14835,1812840806773928212,2024-07-15,NEG,not ironic,
3103650,14836,14836,1812840805272564046,2024-07-15,NEG,ironic,
3103651,14837,14837,1812840804999888993,2024-07-15,NEG,not ironic,
3103652,14838,14838,1812840804206993810,2024-07-15,NEU,not ironic,
3103653,14839,14839,1812840803653575059,2024-07-15,NEU,ironic,
3103654,14840,14840,1812840802902495628,2024-07-15,POS,not ironic,
3103655,14841,14841,1812840802109755674,2024-07-15,NEG,ironic,
3103656,14842,14842,1812840801631617407,2024-07-15,NEG,not ironic,
