tweet_id,inferred_occupation,occupation_confidence
1801372620568334760,speaker,0.9725817441940308
1801734863755592072,journalist,0.9984764456748962
1801715294848643496,performer,0.7417163848876953
1801284959732138282,host,0.9915112853050232
1801271044080042260,writer,0.9582799673080444
1801017571321262290,entrepreneur,0.9960842728614807
1801715606888329427,performer,0.758747935295105
1800989567454953495,lawyer,0.9985527396202087
1801044151196352714,writer,0.988126814365387
1801318845745139853,journalist,0.9940540790557861
1801357029510103204,retired,0.5833088755607605
1800884832857382946,artist,0.9963643550872803
1801758870022283685,journalist,0.9920148253440857
1800691877542604979,speaker,0.7086267471313477
1801689572109156625,author,0.995902955532074
1800884549628366953,politician,0.9856897592544556
1800949506370044354,activist,0.9108230471611023
1800893732939772018,activist,0.9825876951217651
1800707152551776756,Unknown,0.0
1801709025257836970,writer,0.8764463067054749
1801717547231793277,scientist,0.9975448846817017
1801288920484982848,freelancer,0.6413637399673462
1800733187683037270,journalist,0.9890897870063782
1801105283932164486,investor,0.9955815672874451
1801692613176922121,accountant (cpa),0.6109615564346313
1801732773838831697,freelancer,0.6413637399673462
1801266010353205306,writer,0.9984350204467773
1801224850163245188,influencer,0.7176907062530518
1801753155350204558,performer,0.9944930076599121
1801270581272195168,influencer,0.9897040724754333
1800929257423786197,journalist,0.8289431929588318
1801360164479443396,influencer,0.9534202218055725
1801639897414963247,filmmaker,0.9955841898918152
1800756455672258787,musician,0.8376346826553345
1800970092613689590,activist,0.9571663737297058
1800706852776456649,software engineer,0.9903614521026611
1801604979356221906,podcaster,0.9922532439231873
1800683181483684180,activist,0.9783057570457458
1801377949721247949,activist,0.9786093831062317
1801678828768809442,politician,0.9980571269989014
1801718631450943722,influencer,0.9524514079093933
1801076545815015667,freelancer,0.7890589833259583
1800724754468368764,activist,0.9611688852310181
1801282812382683530,speaker,0.615895688533783
1801624362518516065,influencer,0.9878309965133667
1801239891956600907,politician,0.9433137774467468
1800867473761407172,software engineer,0.9960260391235352
1800951308083692017,performer,0.957472562789917
1801635544692097063,writer,0.9920600056648254
1801356050437693821,journalist,0.991130530834198
1801319074603090340,journalist,0.9636793732643127
1800975926974714285,journalist,0.9986960887908936
1801316280936632606,influencer,0.993330717086792
1801692336155496554,activist,0.9955133199691772
1801550375758999619,veterinarian,0.9921274185180664
1801596400058212603,lawyer,0.9926028251647949
1801739561321607195,activist,0.5794978737831116
1801170140127535369,journalist,0.9940540790557861
1801307056957493743,activist,0.8878574967384338
1801670125612883974,actor,0.9294369220733643
1801595454984953873,activist,0.9849004745483398
1801689364042551632,speaker,0.5437946915626526
1800874586353053963,retired,0.6778500080108643
1800682573385154805,freelancer,0.46184730529785156
1800721818174578792,activist,0.9571663737297058
1800986466979316070,educator,0.9964291453361511
1801257072409129345,writer,0.9885786175727844
1801036125324062765,politician,0.9766814112663269
1801052446841835747,activist,0.6891657114028931
1801089580638322705,freelancer,0.7084886431694031
1801593059022438746,journalist,0.9986236691474915
1801635097944138135,retired,0.9037748575210571
1800997577480954331,activist,0.9824603796005249
1801047748029956194,host,0.9979321360588074
1800901820044439919,journalist,0.9956861734390259
1801049856556831099,performer,0.9979892373085022
1801282711853867324,activist,0.9684325456619263
1801358658887954689,writer,0.9976250529289246
1801000593323966754,speaker,0.9958513379096985
1800972158358913400,activist,0.9644862413406372
1801300404258419157,influencer,0.8752058148384094
1801588060728983683,podcaster,0.9970881938934326
1800723087065010464,editor,0.9957045912742615
1801155138612019458,cto,0.6978067755699158
1800988503901172066,politician,0.9969388842582703
1801251997015765271,speaker,0.9798399209976196
1800895976351371528,influencer,0.9829442501068115
1800898352332292165,writer,0.9962260127067566
1801333459408781339,podcaster,0.9926998615264893
1801717643327770984,activist,0.955561101436615
1801343002603847697,writer,0.9706990718841553
1800682526291194100,activist,0.8697498440742493
1800921505486028805,politician,0.9989680051803589
1800703382006407439,activist,0.9829928278923035
1801706416899514591,director,0.9851924180984497
1800724863465975811,activist,0.9525545835494995
1801383145138200817,journalist,0.9960504770278931
1801703669018009780,politician,0.9981893301010132
1801388681262997676,author,0.9510738849639893
1801264868261015827,writer,0.9885786175727844
1801277196163551284,retired,0.9148111939430237
1801157032029921517,journalist,0.9967153668403625
1801632373139767708,speaker,0.7022119164466858
1801378011729772737,influencer,0.6379514336585999
1801397519231901936,writer,0.8671239614486694
1801289520870248725,speaker,0.910912036895752
1800749654012744137,speaker,0.916297972202301
1801731745269559501,developer,0.9882352948188782
1801200339166670855,podcaster,0.9840220212936401
