,id,date,sentiment,irony
0,1812302503351845278,2024-07-14,NEU,not ironic
1,1812302503259877883,2024-07-14,NEG,not ironic
2,1812302503133761583,2024-07-14,NEU,ironic
3,1812302503100273037,2024-07-14,NEG,not ironic
4,1812302503008235864,2024-07-14,NEG,not ironic
5,1812302502613729466,2024-07-14,POS,not ironic
6,1812302502127137212,2024-07-14,NEU,ironic
7,1812302501820903639,2024-07-14,POS,ironic
8,1812302501691187497,2024-07-14,POS,ironic
9,1812302501653156342,2024-07-14,POS,not ironic
10,1812302501531570223,2024-07-14,NEG,not ironic
11,1812302501460291987,2024-07-14,NEG,not ironic
12,1812302501082780097,2024-07-14,NEG,ironic
13,1812302501053342138,2024-07-14,NEU,ironic
14,1812302500755567100,2024-07-14,NEG,ironic
15,1812302500462235828,2024-07-14,NEG,not ironic
16,1812302500017447381,2024-07-14,NEG,ironic
17,1812302499933765887,2024-07-14,POS,not ironic
18,1812302499736433030,2024-07-14,NEG,ironic
19,1812302499547910508,2024-07-14,NEG,not ironic
20,1812302499220447640,2024-07-14,NEG,not ironic
21,1812302499115590118,2024-07-14,NEG,not ironic
22,1812302498985812081,2024-07-14,NEU,not ironic
23,1812302498939715955,2024-07-14,POS,not ironic
24,1812302498872377442,2024-07-14,NEU,ironic
25,1812302498478149999,2024-07-14,NEG,ironic
26,1812302498327093426,2024-07-14,NEU,ironic
27,1812302498314535358,2024-07-14,POS,not ironic
28,1812302498247676339,2024-07-14,NEU,ironic
29,1812302498209612174,2024-07-14,NEU,not ironic
30,1812302498138366234,2024-07-14,NEU,ironic
31,1812302497605906566,2024-07-14,NEG,not ironic
32,1812302497110802493,2024-07-14,NEU,not ironic
33,1812302497060454504,2024-07-14,NEG,ironic
34,1812302496947212689,2024-07-14,NEU,ironic
35,1812302496905429014,2024-07-14,NEG,ironic
36,1812302496741605664,2024-07-14,NEU,not ironic
37,1812302496737484929,2024-07-14,NEG,ironic
38,1812302496682885503,2024-07-14,POS,ironic
39,1812302496498409948,2024-07-14,NEG,not ironic
40,1812302496297103543,2024-07-14,NEG,ironic
41,1812302496125293026,2024-07-14,NEG,ironic
42,1812302496083083525,2024-07-14,NEU,not ironic
43,1812302495990874506,2024-07-14,NEG,not ironic
44,1812302495877648692,2024-07-14,NEU,ironic
45,1812302495789568000,2024-07-14,NEG,ironic
46,1812302495764389983,2024-07-14,NEU,not ironic
47,1812302495701516406,2024-07-14,NEG,not ironic
48,1812302495290626286,2024-07-14,NEG,not ironic
49,1812302495219110344,2024-07-14,NEG,ironic
50,1812302494837702808,2024-07-14,NEG,not ironic
51,1812302494829088989,2024-07-14,NEU,not ironic
52,1812302494740959256,2024-07-14,NEU,not ironic
53,1812302494732636618,2024-07-14,NEU,ironic
54,1812302494497755408,2024-07-14,NEG,not ironic
55,1812302494476988794,2024-07-14,NEG,not ironic
56,1812302494438994190,2024-07-14,NEU,not ironic
57,1812302493554188306,2024-07-14,NEG,not ironic
58,1812302493541683680,2024-07-14,NEG,ironic
59,1812302493512089847,2024-07-14,NEG,not ironic
60,1812302493310685502,2024-07-14,NEG,not ironic
61,1812302493281656934,2024-07-14,POS,not ironic
62,1812302493260341303,2024-07-14,NEG,ironic
63,1812302492991959499,2024-07-14,POS,ironic
64,1812302492983837175,2024-07-14,NEU,not ironic
65,1812302492862198143,2024-07-14,NEG,not ironic
66,1812302492643848551,2024-07-14,NEG,not ironic
67,1812302492153368854,2024-07-14,NEG,not ironic
68,1812302491741978629,2024-07-14,NEU,not ironic
69,1812302491733893436,2024-07-14,NEG,not ironic
70,1812302491565896167,2024-07-14,NEG,not ironic
71,1812302491297493396,2024-07-14,NEG,not ironic
72,1812302491108929572,2024-07-14,NEG,ironic
73,1812302491100299387,2024-07-14,NEU,not ironic
74,1812302490978668998,2024-07-14,NEG,not ironic
75,1812302490706268314,2024-07-14,NEG,ironic
76,1812302490525684152,2024-07-14,NEU,not ironic
77,1812302490257576090,2024-07-14,NEG,ironic
78,1812302490240536715,2024-07-14,NEU,not ironic
79,1812302489972314162,2024-07-14,NEU,ironic
80,1812302489955246420,2024-07-14,NEG,ironic
81,1812302489904898402,2024-07-14,NEU,not ironic
82,1812302489808490659,2024-07-14,NEG,not ironic
83,1812302489804316823,2024-07-14,NEG,ironic
84,1812302489586209144,2024-07-14,NEU,not ironic
85,1812302489074688172,2024-07-14,NEU,not ironic
86,1812302489003167986,2024-07-14,NEG,not ironic
87,1812302488806289660,2024-07-14,NEG,ironic
88,1812302488780837135,2024-07-14,NEU,not ironic
89,1812302488713736604,2024-07-14,NEU,ironic
90,1812302488441135341,2024-07-14,NEU,ironic
91,1812302488353296520,2024-07-14,NEG,not ironic
92,1812302488294334657,2024-07-14,NEU,not ironic
93,1812302488113979608,2024-07-14,NEU,ironic
94,1812302488076206535,2024-07-14,NEG,ironic
95,1812302488021672134,2024-07-14,NEG,not ironic
96,1812302487816163680,2024-07-14,NEU,not ironic
97,1812302487812014537,2024-07-14,NEG,not ironic
98,1812302487694737764,2024-07-14,NEU,ironic
99,1812302487153434844,2024-07-14,NEU,not ironic
100,1812302486218162572,2024-07-14,NEG,ironic
101,1812302485748400223,2024-07-14,NEG,not ironic
102,1812302485564039251,2024-07-14,NEG,not ironic
103,1812302484582383729,2024-07-14,NEG,ironic
104,1812302484519768191,2024-07-14,NEG,ironic
105,1812302484515262841,2024-07-14,NEU,not ironic
106,1812302484250963969,2024-07-14,NEG,ironic
107,1812302484116795654,2024-07-14,NEU,not ironic
108,1812302483789906352,2024-07-14,NEG,ironic
109,1812302483789598878,2024-07-14,NEG,not ironic
110,1812302483709915450,2024-07-14,NEU,not ironic
111,1812302483563135231,2024-07-14,NEG,ironic
112,1812302483194093839,2024-07-14,NEG,ironic
113,1812302483038826508,2024-07-14,NEU,not ironic
114,1812302482892062858,2024-07-14,NEU,not ironic
115,1812302482736894058,2024-07-14,POS,not ironic
116,1812302482430718066,2024-07-14,NEG,ironic
117,1812302482191606035,2024-07-14,NEG,not ironic
118,1812302482069987484,2024-07-14,NEG,ironic
