,id,date,sentiment,irony
0,1837176056932889033,2024-09-20,NEU,not ironic
1,1837176055955701847,2024-09-20,NEU,not ironic
2,1837176055402221833,2024-09-20,NEG,ironic
3,1837176055351890027,2024-09-20,NEU,not ironic
4,1837176054416318854,2024-09-20,POS,ironic
5,1837176054127153464,2024-09-20,NEG,not ironic
6,1837176053770379581,2024-09-20,NEU,ironic
7,1837176052747014296,2024-09-20,NEG,ironic
8,1837176052688507093,2024-09-20,NEU,not ironic
9,1837176052659130641,2024-09-20,NEU,not ironic
10,1837176052432404778,2024-09-20,NEG,ironic
11,1837176051769676011,2024-09-20,POS,not ironic
12,1837176051664818646,2024-09-20,NEU,not ironic
13,1837176049777475727,2024-09-20,NEU,not ironic
14,1837176049186091311,2024-09-20,NEG,not ironic
15,1837176049182068937,2024-09-20,NEG,not ironic
16,1837176047130783901,2024-09-20,POS,not ironic
17,1837176046120210488,2024-09-20,NEU,ironic
18,1837176045440532671,2024-09-20,NEU,ironic
19,1837176045167944134,2024-09-20,NEG,not ironic
20,1837176044953960828,2024-09-20,NEU,not ironic
21,1837176044849115643,2024-09-20,NEU,not ironic
22,1837176044673192283,2024-09-20,NEU,not ironic
23,1837176044630987094,2024-09-20,NEG,not ironic
24,1837176043414733160,2024-09-20,NEG,not ironic
25,1837176043402318181,2024-09-20,POS,not ironic
26,1837176042395685275,2024-09-20,NEU,not ironic
27,1837176041032319470,2024-09-20,NEU,not ironic
28,1837176040986398862,2024-09-20,NEU,not ironic
29,1837176040281501948,2024-09-20,NEG,not ironic
30,1837176038440292539,2024-09-20,NEU,not ironic
31,1837176038318649746,2024-09-20,NEG,ironic
32,1837176038280814891,2024-09-20,NEU,not ironic
33,1837176037509062956,2024-09-20,NEU,not ironic
34,1837176037383491965,2024-09-20,NEU,not ironic
35,1837176036842426854,2024-09-20,NEG,not ironic
36,1837176034229198884,2024-09-20,NEG,ironic
37,1837176031599382968,2024-09-20,POS,not ironic
38,1837176031410803159,2024-09-20,NEG,ironic
39,1837176031138210186,2024-09-20,NEG,ironic
40,1837176030093881362,2024-09-20,NEG,not ironic
41,1837176029153997231,2024-09-20,NEG,ironic
42,1837176028772585840,2024-09-20,NEU,not ironic
43,1837176026306334743,2024-09-20,NEG,not ironic
44,1837176024867524645,2024-09-20,NEU,not ironic
45,1837176023001288781,2024-09-20,NEG,not ironic
46,1837176020803129653,2024-09-20,POS,not ironic
47,1837176019989487925,2024-09-20,NEU,not ironic
48,1837176019905827255,2024-09-20,POS,not ironic
49,1837176019028959441,2024-09-20,NEG,ironic
50,1837176018898972742,2024-09-20,NEU,not ironic
51,1837176017380589911,2024-09-20,NEU,not ironic
52,1837176013706645876,2024-09-20,NEG,ironic
53,1837176013694058668,2024-09-20,NEG,not ironic
54,1837176012125167887,2024-09-20,NEG,not ironic
55,1837176011579970016,2024-09-20,NEG,ironic
56,1837176010812575975,2024-09-20,NEU,ironic
57,1837176010380562671,2024-09-20,NEU,not ironic
58,1837176010317467952,2024-09-20,NEG,ironic
59,1837176009596227900,2024-09-20,NEU,not ironic
60,1837176008409059723,2024-09-20,NEG,not ironic
61,1837176005670084619,2024-09-20,NEG,not ironic
62,1837176005003465210,2024-09-20,NEG,ironic
63,1837176003581362383,2024-09-20,NEU,not ironic
64,1837176003199914191,2024-09-20,NEG,ironic
65,1837176002411180036,2024-09-20,NEU,not ironic
66,1837175999567401040,2024-09-20,NEU,not ironic
67,1837175999131201854,2024-09-20,NEG,ironic
68,1837175997579272701,2024-09-20,NEG,ironic
69,1837175996912411006,2024-09-20,NEU,ironic
70,1837175996094566698,2024-09-20,NEG,ironic
71,1837175994484150497,2024-09-20,NEG,not ironic
72,1837175992986562950,2024-09-20,NEU,ironic
73,1837175992533545047,2024-09-20,NEG,not ironic
74,1837175990461575315,2024-09-20,NEG,not ironic
75,1837175988733591645,2024-09-20,NEG,not ironic
76,1837175987928232204,2024-09-20,NEG,not ironic
77,1837175987077063005,2024-09-20,NEG,not ironic
78,1837175987022483958,2024-09-20,NEG,not ironic
79,1837175986581889182,2024-09-20,NEG,not ironic
80,1837175985281601583,2024-09-20,NEG,ironic
81,1837175984946094317,2024-09-20,NEG,not ironic
82,1837175984728199602,2024-09-20,NEU,not ironic
83,1837175984707043522,2024-09-20,NEG,not ironic
84,1837175984556032431,2024-09-20,NEG,not ironic
85,1837175984308592719,2024-09-20,POS,ironic
86,1837175984006779085,2024-09-20,NEG,ironic
87,1837175982756696519,2024-09-20,NEU,not ironic
88,1837175979665510784,2024-09-20,POS,not ironic
89,1837175978491269188,2024-09-20,NEG,not ironic
90,1837175978394534150,2024-09-20,NEG,ironic
91,1837175977971274134,2024-09-20,POS,ironic
92,1837175976486158579,2024-09-20,NEU,not ironic
93,1837175976066965584,2024-09-20,NEU,not ironic
94,1837175975857050105,2024-09-20,POS,not ironic
95,1837175975550816348,2024-09-20,NEG,not ironic
96,1837175975324389823,2024-09-20,NEG,not ironic
97,1837175975211155477,2024-09-20,NEU,ironic
98,1837175974804197579,2024-09-20,POS,not ironic
99,1837175973780856853,2024-09-20,NEG,not ironic
100,1837175973671842303,2024-09-20,NEG,not ironic
101,1837175973575270467,2024-09-20,NEU,not ironic
102,1837175973210640819,2024-09-20,NEG,not ironic
103,1837175972363202632,2024-09-20,NEG,not ironic
104,1837175972338049127,2024-09-20,NEU,not ironic
105,1837175971746631829,2024-09-20,NEG,ironic
106,1837175970886996229,2024-09-20,POS,not ironic
107,1837175969259385028,2024-09-20,NEG,not ironic
108,1837175968915673492,2024-09-20,NEU,ironic
109,1837175968236196267,2024-09-20,NEG,ironic
110,1837175967552258218,2024-09-20,POS,not ironic
111,1837175967220916686,2024-09-20,NEG,not ironic
112,1837175966302454129,2024-09-20,NEU,ironic
113,1837175966222696815,2024-09-20,NEU,not ironic
114,1837175965371257194,2024-09-20,NEG,ironic
115,1837175964079382924,2024-09-20,NEU,not ironic
116,1837175961176977855,2024-09-20,NEU,ironic
117,1837175960384196972,2024-09-20,POS,ironic
118,1837175959763533963,2024-09-20,NEU,ironic
119,1837175958131904602,2024-09-20,NEG,not ironic
120,1837175955229433949,2024-09-20,NEG,not ironic
121,1837175954587930800,2024-09-20,NEG,not ironic
122,1837175954394779951,2024-09-20,NEU,not ironic
123,1837175952859652581,2024-09-20,NEU,ironic
124,1837175951072829919,2024-09-20,NEU,not ironic
125,1837175949986529549,2024-09-20,NEG,ironic
126,1837175949973917752,2024-09-20,NEU,not ironic
127,1837175949273538636,2024-09-20,NEG,not ironic
128,1837175948745265310,2024-09-20,NEG,ironic
129,1837175948656906590,2024-09-20,NEU,not ironic
130,1837175947398721874,2024-09-20,NEU,ironic
131,1837175944768802848,2024-09-20,NEU,not ironic
132,1837175944735572426,2024-09-20,POS,not ironic
133,1837175943699529947,2024-09-20,NEU,not ironic
134,1837175943229755687,2024-09-20,NEG,ironic
135,1837175942512296444,2024-09-20,NEG,ironic
136,1837175936178889105,2024-09-20,NEU,not ironic
137,1837175934916383180,2024-09-20,NEU,ironic
138,1837175931846398116,2024-09-20,NEG,not ironic
139,1837175931171131536,2024-09-20,NEG,ironic
140,1837175930415968750,2024-09-20,NEG,ironic
141,1837175929988071851,2024-09-20,NEG,ironic
142,1837175929879322928,2024-09-20,NEU,not ironic
143,1837175929841320008,2024-09-20,NEU,not ironic
144,1837175929027625373,2024-09-20,NEU,ironic
145,1837175927811493938,2024-09-20,NEG,ironic
146,1837175927182172171,2024-09-20,NEG,not ironic
147,1837175926204879230,2024-09-20,POS,ironic
148,1837175926083227654,2024-09-20,NEG,ironic
149,1837175925466914859,2024-09-20,NEG,ironic
150,1837175924464439559,2024-09-20,NEU,ironic
151,1837175923499749644,2024-09-20,NEG,ironic
152,1837175923172352217,2024-09-20,NEU,not ironic
153,1837175921825976763,2024-09-20,NEU,ironic
154,1837175920840290782,2024-09-20,NEG,not ironic
155,1837175920492265854,2024-09-20,NEG,not ironic
156,1837175916746727609,2024-09-20,NEU,not ironic
157,1837175916427919495,2024-09-20,NEU,not ironic
158,1837175916302074176,2024-09-20,NEU,not ironic
159,1837175915362799939,2024-09-20,NEU,ironic
160,1837175913852887500,2024-09-20,NEU,not ironic
161,1837175913802289314,2024-09-20,NEG,not ironic
162,1837175912485507403,2024-09-20,NEU,not ironic
163,1837175909113065870,2024-09-20,POS,not ironic
164,1837175908794310742,2024-09-20,NEU,ironic
165,1837175908311937409,2024-09-20,NEG,not ironic
166,1837175908010184794,2024-09-20,NEU,not ironic
167,1837175908001591626,2024-09-20,NEG,not ironic
168,1837175906919665755,2024-09-20,NEU,not ironic
169,1837175906340851868,2024-09-20,NEU,ironic
170,1837175905426563416,2024-09-20,NEG,not ironic
171,1837175905141280858,2024-09-20,NEG,not ironic
172,1837175905132978605,2024-09-20,NEG,ironic
173,1837175904751210730,2024-09-20,NEU,ironic
174,1837175904713220300,2024-09-20,NEG,ironic
175,1837175903945953313,2024-09-20,POS,ironic
176,1837175902179827712,2024-09-20,NEU,not ironic
177,1837175901152288997,2024-09-20,NEU,not ironic
178,1837175900112056522,2024-09-20,NEU,not ironic
179,1837175898392391848,2024-09-20,NEU,not ironic
180,1837175897402605829,2024-09-20,NEG,not ironic
181,1837175896844669187,2024-09-20,NEG,not ironic
182,1837175896425292074,2024-09-20,NEU,ironic
183,1837175896089715037,2024-09-20,NEU,not ironic
184,1837175895863206215,2024-09-20,POS,ironic
185,1837175894453973393,2024-09-20,NEG,not ironic
186,1837175893313106231,2024-09-20,NEU,ironic
187,1837175892382208269,2024-09-20,NEU,not ironic
188,1837175892025692368,2024-09-20,NEG,not ironic
189,1837175891346207055,2024-09-20,NEG,ironic
190,1837175890574192838,2024-09-20,NEG,not ironic
191,1837175888011510166,2024-09-20,NEU,not ironic
192,1837175887998910930,2024-09-20,NEG,not ironic
193,1837175887277515138,2024-09-20,NEU,ironic
194,1837175886769971678,2024-09-20,NEU,ironic
195,1837175886585680343,2024-09-20,NEU,not ironic
196,1837175884530192564,2024-09-20,NEG,not ironic
197,1837175881082568877,2024-09-20,NEG,not ironic
198,1837175881032208803,2024-09-20,NEG,ironic
199,1837175880642138324,2024-09-20,NEG,not ironic
200,1837175878947680483,2024-09-20,NEU,ironic
201,1837175878813352447,2024-09-20,NEG,not ironic
202,1837175876846338256,2024-09-20,NEU,not ironic
203,1837175876842090583,2024-09-20,POS,not ironic
204,1837175876775202862,2024-09-20,NEG,not ironic
205,1837175876402004165,2024-09-20,POS,ironic
206,1837175876028359016,2024-09-20,NEU,not ironic
207,1837175875717984538,2024-09-20,NEG,not ironic
208,1837175875386667180,2024-09-20,NEU,ironic
209,1837175873268547919,2024-09-20,NEG,not ironic
210,1837175871381123574,2024-09-20,NEU,ironic
211,1837175870034772190,2024-09-20,NEU,not ironic
212,1837175869225193592,2024-09-20,NEU,not ironic
213,1837175868273172642,2024-09-20,NEG,not ironic
214,1837175868088574106,2024-09-20,NEG,ironic
215,1837175865928732689,2024-09-20,NEG,not ironic
216,1837175865630658612,2024-09-20,NEU,ironic
217,1837175865324560687,2024-09-20,NEG,ironic
218,1837175865228021895,2024-09-20,NEG,ironic
219,1837175863915274587,2024-09-20,NEG,not ironic
220,1837175863642558537,2024-09-20,NEG,not ironic
221,1837175861339963575,2024-09-20,NEG,not ironic
222,1837175860530663770,2024-09-20,NEG,not ironic
223,1837175860144787587,2024-09-20,NEU,not ironic
224,1837175857976062120,2024-09-20,NEU,not ironic
225,1837175856751423934,2024-09-20,NEG,ironic
226,1837175856713576644,2024-09-20,NEG,ironic
227,1837175856625508398,2024-09-20,NEU,not ironic
228,1837175856411590716,2024-09-20,POS,ironic
229,1837175856101478661,2024-09-20,NEG,not ironic
230,1837175855757373863,2024-09-20,NEG,ironic
231,1837175855660892169,2024-09-20,NEU,not ironic
232,1837175853937053981,2024-09-20,NEG,not ironic
233,1837175853576298838,2024-09-20,NEU,not ironic
234,1837175853538594823,2024-09-20,NEU,not ironic
235,1837175852427042850,2024-09-20,NEU,not ironic
236,1837175851164537028,2024-09-20,NEG,not ironic
237,1837175851047178750,2024-09-20,NEU,ironic
238,1837175850732503134,2024-09-20,NEG,not ironic
239,1837175850149818669,2024-09-20,NEU,not ironic
240,1837175850040529101,2024-09-20,NEG,not ironic
241,1837175849914880031,2024-09-20,NEU,not ironic
242,1837175849076019506,2024-09-20,NEG,ironic
243,1837175847629009289,2024-09-20,NEU,ironic
244,1837175846768939245,2024-09-20,POS,ironic
245,1837175846337146920,2024-09-20,NEU,not ironic
246,1837175844587901164,2024-09-20,NEU,not ironic
247,1837175844252328199,2024-09-20,NEG,ironic
248,1837175839856742840,2024-09-20,NEG,ironic
249,1837175839265337396,2024-09-20,NEG,ironic
250,1837175838770614488,2024-09-20,NEU,not ironic
251,1837175837797363949,2024-09-20,POS,ironic
252,1837175837650513934,2024-09-20,NEG,not ironic
253,1837175836572606947,2024-09-20,NEG,not ironic
254,1837175832898380095,2024-09-20,NEG,ironic
255,1837175831028015327,2024-09-20,NEG,ironic
256,1837175830914474126,2024-09-20,NEU,not ironic
257,1837175830838960288,2024-09-20,NEG,not ironic
258,1837175827869417751,2024-09-20,NEU,not ironic
259,1837175826577772923,2024-09-20,NEG,ironic
260,1837175826212642857,2024-09-20,POS,ironic
261,1837175826099364139,2024-09-20,POS,ironic
262,1837175823024984389,2024-09-20,POS,ironic
263,1837175820655239436,2024-09-20,NEU,not ironic
264,1837175820256706826,2024-09-20,NEU,not ironic
265,1837175818285633770,2024-09-20,NEU,not ironic
266,1837175817581023601,2024-09-20,NEU,ironic
267,1837175817123561636,2024-09-20,NEU,ironic
268,1837175816637050934,2024-09-20,NEG,not ironic
269,1837175815374544933,2024-09-20,NEG,not ironic
270,1837175815018332638,2024-09-20,NEU,not ironic
