,Unnamed: 0.1,Unnamed: 0,id,date,sentiment,irony,Unnamed: 0.2
34536546,49156,49156,1803588141523280096,2024-06-20,NEG,not ironic,
34536547,49157,49157,1803588141107818862,2024-06-20,NEU,ironic,
34536548,49158,49158,1803588140621254842,2024-06-20,NEU,not ironic,
34536549,49159,49159,1803588140407378353,2024-06-20,NEU,not ironic,
34536550,49160,49160,1803588139048640587,2024-06-20,NEG,not ironic,
34536551,49161,49161,1803588139019112666,2024-06-20,NEU,ironic,
34536552,49162,49162,1803588137769124112,2024-06-20,NEU,not ironic,
34536553,49163,49163,1803588137479807089,2024-06-20,NEG,not ironic,
34536554,49164,49164,1803588136842235939,2024-06-20,NEG,not ironic,
34536555,49165,49165,1803588136552849454,2024-06-20,NEG,ironic,
34536556,49166,49166,1803588136158511306,2024-06-20,NEG,ironic,
34536557,49167,49167,1803588135357435918,2024-06-20,NEU,not ironic,
34536558,49168,49168,1803588134329831435,2024-06-20,NEG,ironic,
34536559,49169,49169,1803588134145298773,2024-06-20,NEU,not ironic,
34536560,49170,49170,1803588133663154475,2024-06-20,NEG,ironic,
34536561,49171,49171,1803588131775520875,2024-06-20,NEU,not ironic,
34536562,49172,49172,1803588131532189779,2024-06-20,NEU,not ironic,
34536563,49173,49173,1803588130965987752,2024-06-20,NEG,ironic,
34536564,49174,49174,1803588130420756611,2024-06-20,POS,not ironic,
34536565,49175,49175,1803588129871310900,2024-06-20,NEG,not ironic,
34536566,49176,49176,1803588128785019248,2024-06-20,NEG,not ironic,
34536567,49177,49177,1803588128558686299,2024-06-20,NEG,ironic,
34536568,49178,49178,1803588126910349788,2024-06-20,NEU,ironic,
34536569,49179,49179,1803588125064585690,2024-06-20,NEG,not ironic,
34536570,49180,49180,1803588124305449321,2024-06-20,NEG,not ironic,
34536571,49181,49181,1803588124225970664,2024-06-20,NEG,not ironic,
34536572,49182,49182,1803588123739160666,2024-06-20,POS,not ironic,
34536573,49183,49183,1803588123701682437,2024-06-20,NEG,ironic,
34536574,49184,49184,1803588122191733233,2024-06-20,NEG,ironic,
34536575,49185,49185,1803588120450871754,2024-06-20,POS,not ironic,
34536576,49186,49186,1803588119695888661,2024-06-20,NEU,not ironic,
34536577,49187,49187,1803588119490597200,2024-06-20,NEU,ironic,
34536578,49188,49188,1803588119192805506,2024-06-20,NEU,not ironic,
34536579,49189,49189,1803588118110519393,2024-06-20,NEU,ironic,
34536580,49190,49190,1803588118072963358,2024-06-20,NEG,ironic,
34536581,49191,49191,1803588117791724017,2024-06-20,NEU,not ironic,
34536582,49192,49192,1803588117464559856,2024-06-20,NEU,ironic,
34536583,49193,49193,1803588117024169987,2024-06-20,NEG,not ironic,
34536584,49194,49194,1803588115061440699,2024-06-20,NEG,ironic,
34536585,49195,49195,1803588114952192424,2024-06-20,NEG,not ironic,
34536586,49196,49196,1803588112108458234,2024-06-20,NEG,not ironic,
34536587,49197,49197,1803588110724276374,2024-06-20,NEG,not ironic,
34536588,49198,49198,1803588110414160126,2024-06-20,POS,not ironic,
34536589,49199,49199,1803588109642375328,2024-06-20,POS,not ironic,
34536590,49200,49200,1803588109579460910,2024-06-20,NEG,not ironic,
34536591,49201,49201,1803588109424308619,2024-06-20,NEG,ironic,
34536592,49202,49202,1803588107511665049,2024-06-20,NEU,ironic,
34536593,49203,49203,1803588107184570485,2024-06-20,NEU,not ironic,
34536594,49204,49204,1803588105439522924,2024-06-20,NEG,not ironic,
34536595,49205,49205,1803588104185643038,2024-06-20,NEU,ironic,
34536596,49206,49206,1803588103921111516,2024-06-20,NEG,ironic,
34536597,49207,49207,1803588103363609087,2024-06-20,NEG,not ironic,
34536598,49208,49208,1803588099617739232,2024-06-20,NEG,ironic,
34536599,49209,49209,1803588098816688224,2024-06-20,NEG,not ironic,
34536600,49210,49210,1803588097818435718,2024-06-20,NEU,not ironic,
34536601,49211,49211,1803588096442900744,2024-06-20,POS,ironic,
34536602,49212,49212,1803588094756786665,2024-06-20,NEU,not ironic,
34536603,49213,49213,1803588094328791128,2024-06-20,NEU,not ironic,
34536604,49214,49214,1803588093322100756,2024-06-20,NEG,ironic,
34536605,49215,49215,1803588091590091205,2024-06-20,NEG,ironic,
34536606,49216,49216,1803588091103392027,2024-06-20,NEG,ironic,
34536607,49217,49217,1803588090973372717,2024-06-20,NEG,not ironic,
34536608,49218,49218,1803588090264691056,2024-06-20,NEG,ironic,
34536609,49219,49219,1803588089991860629,2024-06-20,NEG,not ironic,
34536610,49220,49220,1803588087626248199,2024-06-20,NEU,not ironic,
34536611,49221,49221,1803588086682816628,2024-06-20,NEU,not ironic,
34536612,49222,49222,1803588085940207887,2024-06-20,NEU,not ironic,
34536613,49223,49223,1803588085642309978,2024-06-20,NEG,not ironic,
34536614,49224,49224,1803588085633925484,2024-06-20,NEG,not ironic,
34536615,49225,49225,1803588085390655768,2024-06-20,NEG,not ironic,
34536616,49226,49226,1803588084816289934,2024-06-20,POS,ironic,
34536617,49227,49227,1803588084228907276,2024-06-20,NEU,not ironic,
34536618,49228,49228,1803588083662663797,2024-06-20,NEU,not ironic,
34536619,49229,49229,1803588082454991298,2024-06-20,NEG,ironic,
34536620,49230,49230,1803588081355821236,2024-06-20,NEU,ironic,
34536621,49231,49231,1803588081003511959,2024-06-20,NEG,not ironic,
34536622,49232,49232,1803588078361026948,2024-06-20,NEU,not ironic,
34536623,49233,49233,1803588078356885792,2024-06-20,NEU,not ironic,
34536624,49234,49234,1803588078012879300,2024-06-20,NEG,ironic,
34536625,49235,49235,1803588077794824590,2024-06-20,NEU,not ironic,
34536626,49236,49236,1803588077610324430,2024-06-20,NEU,ironic,
34536627,49237,49237,1803588077534974342,2024-06-20,NEU,ironic,
34536628,49238,49238,1803588077035626963,2024-06-20,NEU,ironic,
34536629,49239,49239,1803588077006283220,2024-06-20,NEG,not ironic,
34536630,49240,49240,1803588076993651156,2024-06-20,NEG,not ironic,
34536631,49241,49241,1803588076549316982,2024-06-20,NEU,not ironic,
34536632,49242,49242,1803588076364824937,2024-06-20,NEU,not ironic,
34536633,49243,49243,1803588076347826453,2024-06-20,NEG,not ironic,
34536634,49244,49244,1803588076075360608,2024-06-20,NEG,not ironic,
34536635,49245,49245,1803588075022373190,2024-06-20,NEG,ironic,
34536636,49246,49246,1803588074783359368,2024-06-20,NEU,not ironic,
34536637,49247,49247,1803588074770755937,2024-06-20,POS,not ironic,
34536638,49248,49248,1803588074393288788,2024-06-20,NEU,not ironic,
34536639,49249,49249,1803588072946483586,2024-06-20,NEG,ironic,
34536640,49250,49250,1803588072527003891,2024-06-20,NEU,not ironic,
34536641,49251,49251,1803588071503298853,2024-06-20,NEU,not ironic,
34536642,49252,49252,1803588071075496330,2024-06-20,NEU,not ironic,
34536643,49253,49253,1803588065803317351,2024-06-20,NEU,not ironic,
34536644,49254,49254,1803588064696324472,2024-06-20,NEU,not ironic,
34536645,49255,49255,1803588064033325189,2024-06-20,NEG,ironic,
34536646,49256,49256,1803588063907684577,2024-06-20,POS,not ironic,
34536647,49257,49257,1803588063261761939,2024-06-20,NEU,ironic,
34536648,49258,49258,1803588062909268020,2024-06-20,NEG,not ironic,
34536649,49259,49259,1803588062766842035,2024-06-20,NEG,ironic,
34536650,49260,49260,1803588062523408656,2024-06-20,NEU,ironic,
34536651,49261,49261,1803588062259323151,2024-06-20,NEG,ironic,
34536652,49262,49262,1803588061160218723,2024-06-20,NEG,ironic,
34536653,49263,49263,1803588058408792564,2024-06-20,NEG,not ironic,
34536654,49264,49264,1803588057997705421,2024-06-20,NEU,not ironic,
34536655,49265,49265,1803588057737675135,2024-06-20,NEU,not ironic,
34536656,49266,49266,1803588056751939658,2024-06-20,NEG,ironic,
34536657,49267,49267,1803588055674028100,2024-06-20,NEG,ironic,
34536658,49268,49268,1803588054654873867,2024-06-20,NEU,not ironic,
34536659,49269,49269,1803588053946060931,2024-06-20,NEG,ironic,
34536660,49270,49270,1803588053878911301,2024-06-20,NEU,not ironic,
34536661,49271,49271,1803588053593714793,2024-06-20,NEG,ironic,
