,Unnamed: 0,id,date,sentiment,irony
0,0,1.837160115457176e+18,2024-09-20,NEG,ironic
1,1,1.8371601152142008e+18,2024-09-20,POS,not ironic
2,2,1.8371601132302177e+18,2024-09-20,NEG,not ironic
3,3,1.837160112605012e+18,2024-09-20,NEU,not ironic
4,4,1.8371601073495736e+18,2024-09-20,NEU,not ironic
5,5,1.8371601057095967e+18,2024-09-20,NEU,ironic
6,6,1.8371601055294628e+18,2024-09-20,NEG,not ironic
7,7,1.8371601042458253e+18,2024-09-20,NEU,not ironic
8,8,1.8371601038640788e+18,2024-09-20,NEU,not ironic
9,9,1.8371600971322368e+18,2024-09-20,NEG,ironic
10,10,1.8371600936300216e+18,2024-09-20,NEG,ironic
11,11,1.8371600902076703e+18,2024-09-20,NEG,ironic
12,12,1.8371600900774257e+18,2024-09-20,NEU,not ironic
13,13,1.83716008972952e+18,2024-09-20,NEG,not ironic
14,14,1.837160087296824e+18,2024-09-20,NEG,not ironic
15,15,1.8371600864870728e+18,2024-09-20,NEG,not ironic
16,16,1.8371600864074383e+18,2024-09-20,NEU,not ironic
17,17,1.8371600856189343e+18,2024-09-20,POS,not ironic
18,18,1.8371600846164247e+18,2024-09-20,NEG,not ironic
19,19,1.837160080174895e+18,2024-09-20,NEU,not ironic
20,20,1.837160079742693e+18,2024-09-20,NEU,not ironic
21,21,1.8371600714169137e+18,2024-09-20,NEG,not ironic
22,22,1.83716006389244e+18,2024-09-20,POS,not ironic
23,23,1.837160062822851e+18,2024-09-20,POS,not ironic
24,24,1.837160060813775e+18,2024-09-20,NEG,not ironic
25,25,1.8371600606628247e+18,2024-09-20,NEG,not ironic
26,26,1.8371600598281137e+18,2024-09-20,NEG,not ironic
27,27,1.8371600548536817e+18,2024-09-20,NEG,not ironic
28,28,1.8371600429251136e+18,2024-09-20,NEG,ironic
29,29,1.8371600415744745e+18,2024-09-20,NEG,not ironic
30,30,1.8371600390369e+18,2024-09-20,NEG,not ironic
31,31,1.837160038726616e+18,2024-09-20,POS,not ironic
32,32,1.8371600289244613e+18,2024-09-20,NEG,not ironic
33,33,1.837160028496687e+18,2024-09-20,POS,not ironic
34,34,1.8371600266721403e+18,2024-09-20,NEG,ironic
35,35,1.837160025426412e+18,2024-09-20,NEU,not ironic
36,36,1.8371600211272087e+18,2024-09-20,NEU,ironic
37,37,1.837160020867208e+18,2024-09-20,NEU,not ironic
38,38,1.8371600204351647e+18,2024-09-20,NEU,not ironic
39,39,1.837160019759878e+18,2024-09-20,NEU,not ironic
40,40,1.8371600158298647e+18,2024-09-20,NEG,not ironic
41,41,1.8371600133845647e+18,2024-09-20,NEU,not ironic
42,42,1.83716001287284e+18,2024-09-20,NEG,ironic
43,43,1.8371600102681969e+18,2024-09-20,NEG,not ironic
44,44,1.8371600101927447e+18,2024-09-20,POS,not ironic
45,45,1.8371600097691323e+18,2024-09-20,NEU,not ironic
46,46,1.83716000364116e+18,2024-09-20,POS,not ironic
47,47,1.83715999723228e+18,2024-09-20,NEU,not ironic
48,48,1.8371597841155648e+18,2024-09-20,NEU,not ironic
49,49,1.837159781296972e+18,2024-09-20,POS,ironic
50,50,1.8371597799045e+18,2024-09-20,NEU,not ironic
51,51,1.8371597716751813e+18,2024-09-20,NEG,not ironic
52,52,1.837159768785326e+18,2024-09-20,NEG,not ironic
53,53,1.83715976867652e+18,2024-09-20,NEG,not ironic
54,54,1.837159766298161e+18,2024-09-20,NEG,ironic
55,55,1.8371597612187853e+18,2024-09-20,NEG,ironic
56,56,1.8371597583498977e+18,2024-09-20,NEG,not ironic
57,57,1.8371597580521103e+18,2024-09-20,NEG,ironic
58,58,1.8371597506911724e+18,2024-09-20,NEU,not ironic
59,59,1.8371597495335e+18,2024-09-20,NEG,ironic
60,60,1.8371597487239744e+18,2024-09-20,NEU,ironic
61,61,1.8371597477677225e+18,2024-09-20,NEU,not ironic
62,62,1.83715974418154e+18,2024-09-20,NEG,ironic
63,63,1.8371597404235e+18,2024-09-20,NEG,ironic
64,64,1.837159736967357e+18,2024-09-20,NEG,not ironic
65,65,1.837159732907217e+18,2024-09-20,NEU,ironic
66,66,1.837159729908372e+18,2024-09-20,NEG,ironic
67,67,1.8371597268675256e+18,2024-09-20,NEG,ironic
68,68,1.837159722496963e+18,2024-09-20,POS,ironic
69,69,1.837159717799432e+18,2024-09-20,NEG,not ironic
70,70,1.837159712229352e+18,2024-09-20,POS,not ironic
71,71,1.837159711247946e+18,2024-09-20,NEG,not ironic
72,72,1.8371597092765453e+18,2024-09-20,NEU,not ironic
73,73,1.837159706642764e+18,2024-09-20,NEG,ironic
74,74,1.8371597050570875e+18,2024-09-20,NEU,ironic
75,75,1.8371596994157847e+18,2024-09-20,NEU,not ironic
76,76,1.83715969848465e+18,2024-09-20,NEG,ironic
77,77,1.837159698417455e+18,2024-09-20,NEU,not ironic
78,78,1.837159694089008e+18,2024-09-20,NEG,not ironic
79,79,1.8371596849747272e+18,2024-09-20,NEG,ironic
80,80,1.837159681120195e+18,2024-09-20,NEG,ironic
81,81,1.8371596807971845e+18,2024-09-20,NEG,ironic
82,82,1.8371596784864013e+18,2024-09-20,NEG,ironic
83,83,1.8371596719179328e+18,2024-09-20,NEU,not ironic
84,84,1.837159671288742e+18,2024-09-20,NEU,not ironic
85,85,1.8371596708483976e+18,2024-09-20,NEG,not ironic
86,86,1.837159668205896e+18,2024-09-20,NEU,ironic
87,87,1.8371596673335424e+18,2024-09-20,NEG,not ironic
88,88,1.837159666868004e+18,2024-09-20,NEU,ironic
89,89,1.8371596647498388e+18,2024-09-20,NEG,ironic
90,90,1.837159661138564e+18,2024-09-20,POS,not ironic
91,91,1.8371596464710984e+18,2024-09-20,NEU,ironic
92,92,1.837159644965524e+18,2024-09-20,NEG,ironic
93,93,1.837159643811832e+18,2024-09-20,NEG,not ironic
94,94,1.8371596428640013e+18,2024-09-20,NEU,not ironic
95,95,1.8371596392527053e+18,2024-09-20,NEG,ironic
96,96,1.8371596326843192e+18,2024-09-20,NEU,ironic
97,97,1.8371596273408865e+18,2024-09-20,NEG,ironic
98,98,1.837159624748696e+18,2024-09-20,NEG,not ironic
99,99,1.8371596223621368e+18,2024-09-20,NEG,ironic
100,100,1.8371596223035023e+18,2024-09-20,NEU,ironic
101,101,1.8371596207473664e+18,2024-09-20,NEU,not ironic
102,102,1.837159608449672e+18,2024-09-20,NEU,ironic
103,103,1.8371596060547484e+18,2024-09-20,NEG,ironic
104,104,1.837159598370759e+18,2024-09-20,NEG,not ironic
105,105,1.8371595974564293e+18,2024-09-20,NEG,ironic
106,106,1.837159594457432e+18,2024-09-20,NEG,ironic
107,107,1.837159593388168e+18,2024-09-20,NEG,not ironic
108,108,1.8371595905526047e+18,2024-09-20,NEG,not ironic
109,109,1.83715958848922e+18,2024-09-20,NEU,ironic
110,110,1.837159588304401e+18,2024-09-20,NEU,not ironic
111,111,1.8371595846051023e+18,2024-09-20,NEG,not ironic
112,112,1.837159580951856e+18,2024-09-20,NEG,not ironic
113,113,1.8371595792572948e+18,2024-09-20,NEG,ironic
114,114,1.8371595738636823e+18,2024-09-20,POS,not ironic
115,115,1.8371595722696207e+18,2024-09-20,NEU,not ironic
116,116,1.837159572160615e+18,2024-09-20,NEG,not ironic
117,117,1.8371595648918364e+18,2024-09-20,NEU,not ironic
118,118,1.8371595549387983e+18,2024-09-20,NEG,ironic
119,119,1.8371595510003635e+18,2024-09-20,NEU,not ironic
120,120,1.8371595497336545e+18,2024-09-20,POS,ironic
121,121,1.8371595483411663e+18,2024-09-20,POS,not ironic
122,122,1.8371595463236856e+18,2024-09-20,NEG,not ironic
123,123,1.837159539847644e+18,2024-09-20,NEU,not ironic
124,124,1.837159536081199e+18,2024-09-20,NEU,ironic
125,125,1.8371595343112115e+18,2024-09-20,NEU,not ironic
126,126,1.8371595338161933e+18,2024-09-20,NEG,ironic
127,127,1.8371595298484268e+18,2024-09-20,NEU,not ironic
128,128,1.8371595296722696e+18,2024-09-20,NEU,not ironic
129,129,1.837159523376612e+18,2024-09-20,NEG,not ironic
130,130,1.837159521925616e+18,2024-09-20,NEG,not ironic
131,131,1.8371595217995776e+18,2024-09-20,NEG,not ironic
132,132,1.837159521338225e+18,2024-09-20,NEU,ironic
133,133,1.8371595118967928e+18,2024-09-20,NEU,not ironic
134,134,1.8371595008239089e+18,2024-09-20,NEU,not ironic
135,135,1.8371595007860864e+18,2024-09-20,NEU,ironic
136,136,1.8371594961597727e+18,2024-09-20,NEG,ironic
137,137,1.837159495820104e+18,2024-09-20,NEU,not ironic
138,138,1.8371594957110108e+18,2024-09-20,NEG,not ironic
139,139,1.8371594889414164e+18,2024-09-20,POS,not ironic
140,140,1.8371594831784064e+18,2024-09-20,NEG,not ironic
141,141,1.8371594823353388e+18,2024-09-20,NEU,not ironic
142,142,1.837159481584517e+18,2024-09-20,NEU,not ironic
143,143,1.8371594799656105e+18,2024-09-20,NEG,not ironic
144,144,1.8371594790134743e+18,2024-09-20,NEG,ironic
145,145,1.8371594765430208e+18,2024-09-20,NEU,not ironic
146,146,1.837159475125334e+18,2024-09-20,NEG,not ironic
147,147,1.837159473338626e+18,2024-09-20,POS,not ironic
148,148,1.83715946969378e+18,2024-09-20,NEU,ironic
149,149,1.8371594672190835e+18,2024-09-20,NEU,not ironic
150,150,1.8371594656798024e+18,2024-09-20,NEG,ironic
151,151,1.8371594611751324e+18,2024-09-20,NEG,not ironic
152,152,1.837159448269189e+18,2024-09-20,NEG,ironic
153,153,1.83715944542548e+18,2024-09-20,NEG,ironic
154,154,1.8371594439365105e+18,2024-09-20,NEG,not ironic
155,155,1.8371594370703688e+18,2024-09-20,NEG,not ironic
156,156,1.8371594369907057e+18,2024-09-20,NEG,ironic
157,157,1.8371594243409395e+18,2024-09-20,NEU,not ironic
158,158,1.8371594197856543e+18,2024-09-20,NEG,ironic
159,159,1.837159418854536e+18,2024-09-20,NEU,ironic
160,160,1.8371594133180457e+18,2024-09-20,POS,ironic
161,161,1.8371594116699464e+18,2024-09-20,NEG,not ironic
162,162,1.837159403939582e+18,2024-09-20,NEU,not ironic
163,163,1.837159394691216e+18,2024-09-20,NEG,not ironic
164,164,1.837159394628272e+18,2024-09-20,NEG,not ironic
165,165,1.837159390832448e+18,2024-09-20,NEG,ironic
166,166,1.8371593901109908e+18,2024-09-20,POS,not ironic
167,167,1.837159387485332e+18,2024-09-20,NEG,ironic
168,168,1.8371593859670308e+18,2024-09-20,NEG,ironic
169,169,1.8371593815462505e+18,2024-09-20,NEU,not ironic
170,170,1.8371593781782e+18,2024-09-20,NEG,not ironic
171,171,1.837159375032701e+18,2024-09-20,NEU,ironic
172,172,1.837159368615216e+18,2024-09-20,NEU,ironic
173,173,1.8371593684809403e+18,2024-09-20,POS,ironic
174,174,1.8371593680743508e+18,2024-09-20,POS,not ironic
175,175,1.8371593675078533e+18,2024-09-20,NEU,not ironic
176,176,1.8371593659433656e+18,2024-09-20,NEG,not ironic
177,177,1.837159363732964e+18,2024-09-20,NEU,not ironic
178,178,1.83715936364934e+18,2024-09-20,NEG,not ironic
179,179,1.837159356921476e+18,2024-09-20,NEU,not ironic
180,180,1.8371593567914808e+18,2024-09-20,NEG,not ironic
181,181,1.8371593540148595e+18,2024-09-20,NEG,ironic
182,182,1.83715934240084e+18,2024-09-20,NEG,ironic
183,183,1.8371593412390093e+18,2024-09-20,NEU,ironic
184,184,1.8371593409247155e+18,2024-09-20,NEG,not ironic
185,185,1.837159337778668e+18,2024-09-20,POS,not ironic
186,186,1.8371593366297075e+18,2024-09-20,NEU,not ironic
187,187,1.8371593353501448e+18,2024-09-20,NEU,not ironic
188,188,1.837159333739569e+18,2024-09-20,NEG,not ironic
189,189,1.8371593286518825e+18,2024-09-20,NEU,not ironic
190,190,1.8371593245079183e+18,2024-09-20,NEG,not ironic
191,191,1.8371593229602284e+18,2024-09-20,NEG,not ironic
192,192,1.8371593194160049e+18,2024-09-20,NEG,not ironic
193,193,1.837159316346e+18,2024-09-20,NEG,ironic
194,194,1.8371593150623416e+18,2024-09-20,NEG,ironic
195,195,1.837159313204204e+18,2024-09-20,NEU,not ironic
196,196,1.83715930735317e+18,2024-09-20,NEG,not ironic
197,197,1.8371593048114463e+18,2024-09-20,NEU,not ironic
198,198,1.8371593039893007e+18,2024-09-20,NEG,ironic
199,199,1.8371593028778068e+18,2024-09-20,NEG,not ironic
200,200,1.8371593001641e+18,2024-09-20,NEG,not ironic
201,201,1.8371592987634767e+18,2024-09-20,NEU,not ironic
202,202,1.8371592983437804e+18,2024-09-20,NEG,ironic
203,203,1.837159297836364e+18,2024-09-20,NEG,ironic
204,204,1.837159292673348e+18,2024-09-20,NEU,not ironic
205,205,1.8371592926105275e+18,2024-09-20,NEU,not ironic
206,206,1.83715928816008e+18,2024-09-20,NEG,not ironic
207,207,1.837159286654284e+18,2024-09-20,NEU,not ironic
208,208,1.837159278605432e+18,2024-09-20,NEG,ironic
209,209,1.837159277733053e+18,2024-09-20,NEG,not ironic
210,210,1.8371592677714824e+18,2024-09-20,NEG,not ironic
211,211,1.837159264533574e+18,2024-09-20,NEU,ironic
212,212,1.8371592637156923e+18,2024-09-20,NEU,not ironic
213,213,1.8371592586782968e+18,2024-09-20,NEG,ironic
214,214,1.8371592576925696e+18,2024-09-20,NEG,not ironic
215,215,1.8371592542155727e+18,2024-09-20,NEG,not ironic
216,216,1.8371592526932424e+18,2024-09-20,POS,not ironic
217,217,1.8371592465734825e+18,2024-09-20,NEU,not ironic
218,218,1.8371592444092992e+18,2024-09-20,NEG,ironic
219,219,1.8371592430503693e+18,2024-09-20,NEG,not ironic
220,220,1.8371592350728072e+18,2024-09-20,NEU,not ironic
221,221,1.8371592320864133e+18,2024-09-20,NEG,ironic
222,222,1.8371592316124365e+18,2024-09-20,POS,ironic
223,223,1.8371592291251727e+18,2024-09-20,NEG,not ironic
224,224,1.837159218518053e+18,2024-09-20,NEG,not ironic
225,225,1.837159214633956e+18,2024-09-20,NEU,not ironic
226,226,1.8371592128723151e+18,2024-09-20,NEG,not ironic
227,227,1.8371592108634888e+18,2024-09-20,NEG,not ironic
228,228,1.8371592066101617e+18,2024-09-20,NEU,ironic
229,229,1.8371592000334927e+18,2024-09-20,NEG,not ironic
230,230,1.8371591998364183e+18,2024-09-20,NEG,ironic
231,231,1.8371591981209644e+18,2024-09-20,NEG,ironic
232,232,1.837159194111165e+18,2024-09-20,NEG,not ironic
233,233,1.8371591907054065e+18,2024-09-20,NEG,ironic
234,234,1.8371591847075228e+18,2024-09-20,NEG,not ironic
235,235,1.8371591821070257e+18,2024-09-20,NEG,not ironic
236,236,1.8371591794185715e+18,2024-09-20,NEU,ironic
237,237,1.837159178852316e+18,2024-09-20,NEU,not ironic
238,238,1.837159175203312e+18,2024-09-20,POS,not ironic
239,239,1.8371591742930289e+18,2024-09-20,NEU,ironic
240,240,1.8371591707908628e+18,2024-09-20,NEU,not ironic
241,241,1.8371591669866048e+18,2024-09-20,POS,ironic
242,242,1.8371591661770875e+18,2024-09-20,NEU,not ironic
243,243,1.8371591633375808e+18,2024-09-20,NEG,not ironic
244,244,1.8371591631655729e+18,2024-09-20,NEU,not ironic
245,245,1.8371591627587543e+18,2024-09-20,NEG,not ironic
246,246,1.8371591540890952e+18,2024-09-20,NEU,not ironic
247,247,1.8371591512162511e+18,2024-09-20,NEG,not ironic
248,248,1.837159144433824e+18,2024-09-20,NEG,ironic
249,249,1.837159141577499e+18,2024-09-20,NEG,ironic
250,250,1.8371591413593536e+18,2024-09-20,NEU,not ironic
251,251,1.8371591360032484e+18,2024-09-20,NEU,not ironic
252,252,1.8371591330630607e+18,2024-09-20,NEU,not ironic
253,253,1.8371591281724664e+18,2024-09-20,NEU,ironic
254,254,1.8371591276146647e+18,2024-09-20,NEG,not ironic
255,255,1.837159125899236e+18,2024-09-20,NEU,not ironic
256,256,1.8371591254881528e+18,2024-09-20,NEU,ironic
257,257,1.8371591234038377e+18,2024-09-20,NEG,ironic
258,258,1.837159115174364e+18,2024-09-20,NEU,not ironic
259,259,1.837159114691973e+18,2024-09-20,NEG,not ironic
260,260,1.8371591139034604e+18,2024-09-20,NEG,ironic
261,261,1.8371591043071552e+18,2024-09-20,NEU,not ironic
262,262,1.837159101987484e+18,2024-09-20,POS,not ironic
263,263,1.8371590982545687e+18,2024-09-20,NEU,not ironic
264,264,1.837159093720732e+18,2024-09-20,NEU,not ironic
265,265,1.83715908861601e+18,2024-09-20,NEU,not ironic
266,266,1.8371590874964667e+18,2024-09-20,NEG,not ironic
267,267,1.837159084035876e+18,2024-09-20,NEU,not ironic
268,268,1.837159079258555e+18,2024-09-20,POS,ironic
269,269,1.8371590783105805e+18,2024-09-20,NEG,ironic
270,270,1.837159076515448e+18,2024-09-20,NEG,not ironic
271,271,1.8371590762638216e+18,2024-09-20,NEG,ironic
272,272,1.837159071389988e+18,2024-09-20,POS,ironic
273,273,1.8371590679675328e+18,2024-09-20,POS,not ironic
274,274,1.8371590676615089e+18,2024-09-20,NEU,not ironic
275,275,1.8371590647842289e+18,2024-09-20,NEG,not ironic
276,276,1.8371590619192768e+18,2024-09-20,NEG,ironic
277,277,1.837159060845528e+18,2024-09-20,NEG,not ironic
278,278,1.837159060690588e+18,2024-09-20,NEG,ironic
279,279,1.83715905801855e+18,2024-09-20,NEG,not ironic
280,280,1.837159052222092e+18,2024-09-20,NEG,ironic
281,281,1.8371590506450248e+18,2024-09-20,NEG,ironic
282,282,1.837159045053969e+18,2024-09-20,NEU,not ironic
283,283,1.8371590429861768e+18,2024-09-20,NEU,ironic
284,284,1.837159039140082e+18,2024-09-20,NEU,ironic
285,285,1.83715903190902e+18,2024-09-20,POS,not ironic
286,286,1.837159031548326e+18,2024-09-20,NEG,ironic
287,287,1.8371590305836485e+18,2024-09-20,NEU,ironic
288,288,1.8371590297448164e+18,2024-09-20,NEG,not ironic
289,289,1.837159027396018e+18,2024-09-20,NEG,not ironic
290,290,1.8371590240069307e+18,2024-09-20,NEG,not ironic
291,291,1.8371590238559724e+18,2024-09-20,NEU,ironic
292,292,1.837159020722812e+18,2024-09-20,NEU,ironic
293,293,1.83715901827337e+18,2024-09-20,NEG,ironic
294,294,1.837159013890544e+18,2024-09-20,NEU,not ironic
295,295,1.837159012476871e+18,2024-09-20,NEG,not ironic
