,id,date,sentiment,irony
0,1845672138616791170,2024-10-14,POS,not ironic
1,1845672136137949453,2024-10-14,NEG,ironic
2,1845672132686037145,2024-10-14,NEG,not ironic
3,1845672128638587050,2024-10-14,NEG,not ironic
4,1845672126415831223,2024-10-14,NEU,not ironic
5,1845672125576953958,2024-10-14,NEU,not ironic
6,1845672124880752872,2024-10-14,NEU,not ironic
7,1845672124343841042,2024-10-14,NEG,ironic
8,1845672122150011045,2024-10-14,NEG,not ironic
9,1845672119964983614,2024-10-14,NEG,ironic
10,1845672118765387917,2024-10-14,NEG,ironic
11,1845672118685687885,2024-10-14,NEG,not ironic
12,1845672116739293475,2024-10-14,POS,not ironic
13,1845672113643868415,2024-10-14,NEG,not ironic
14,1845672112255541421,2024-10-14,NEU,ironic
15,1845672110921846863,2024-10-14,NEG,not ironic
16,1845672109218865320,2024-10-14,NEG,ironic
17,1845672106454831330,2024-10-14,NEU,not ironic
18,1845672105515331757,2024-10-14,NEG,not ironic
19,1845672104902959368,2024-10-14,NEG,ironic
20,1845672103498158361,2024-10-14,POS,not ironic
21,1845672102784909587,2024-10-14,NEG,not ironic
22,1845672100079587388,2024-10-14,POS,not ironic
23,1845672097877508214,2024-10-14,POS,ironic
24,1845672095969157365,2024-10-14,NEG,not ironic
25,1845672094480388403,2024-10-14,NEG,ironic
26,1845672090156126535,2024-10-14,NEG,ironic
27,1845672089430405130,2024-10-14,NEU,not ironic
28,1845672088633246066,2024-10-14,NEU,ironic
29,1845672083084152845,2024-10-14,NEU,not ironic
30,1845672081263841507,2024-10-14,POS,not ironic
31,1845672080781516872,2024-10-14,NEU,ironic
32,1845672079791628323,2024-10-14,NEU,not ironic
33,1845672077166367016,2024-10-14,POS,ironic
34,1845672075312148632,2024-10-14,NEU,ironic
35,1845672073860960256,2024-10-14,NEU,ironic
36,1845672073684762658,2024-10-14,NEG,ironic
37,1845672071281434941,2024-10-14,NEU,not ironic
38,1845672068114686426,2024-10-14,NEG,ironic
39,1845672066764378590,2024-10-14,NEG,not ironic
40,1845672066386968714,2024-10-14,NEG,not ironic
41,1845672064528634346,2024-10-14,NEG,not ironic
42,1845672064448974877,2024-10-14,NEG,not ironic
43,1845672063354220883,2024-10-14,NEG,not ironic
44,1845672062372786451,2024-10-14,NEG,not ironic
45,1845672062289109437,2024-10-14,NEU,not ironic
46,1845672059965243415,2024-10-14,POS,not ironic
47,1845672058866274535,2024-10-14,NEU,not ironic
48,1845672058283307500,2024-10-14,NEU,not ironic
49,1845672056471302340,2024-10-14,POS,not ironic
50,1845672056379068458,2024-10-14,POS,ironic
51,1845672052692275597,2024-10-14,NEG,ironic
52,1845672052176425435,2024-10-14,POS,ironic
53,1845672050582794524,2024-10-14,NEG,not ironic
54,1845672049626550451,2024-10-14,NEU,ironic
55,1845672049232220386,2024-10-14,NEU,not ironic
56,1845672048812527919,2024-10-14,POS,ironic
57,1845672048070472088,2024-10-14,NEU,ironic
58,1845672047999172849,2024-10-14,NEG,not ironic
59,1845672045834625105,2024-10-14,NEG,not ironic
60,1845672045763350866,2024-10-14,NEU,not ironic
61,1845672045381583235,2024-10-14,NEG,not ironic
62,1845672043104043072,2024-10-14,NEU,not ironic
63,1845672042898854375,2024-10-14,NEU,ironic
64,1845672041930006648,2024-10-14,NEG,not ironic
65,1845672041606754688,2024-10-14,NEU,not ironic
66,1845672037035250027,2024-10-14,NEG,ironic
67,1845672036733010134,2024-10-14,NEG,not ironic
68,1845672035399487568,2024-10-14,NEG,not ironic
69,1845672034031768014,2024-10-14,NEU,not ironic
70,1845672033155207421,2024-10-14,POS,not ironic
71,1845672032752816374,2024-10-14,NEU,ironic
72,1845672032274706805,2024-10-14,NEG,ironic
73,1845672031192289364,2024-10-14,NEG,not ironic
74,1845672028306620840,2024-10-14,NEG,not ironic
75,1845672027610607743,2024-10-14,NEG,not ironic
76,1845672027270566248,2024-10-14,NEG,not ironic
77,1845672024091369651,2024-10-14,POS,ironic
78,1845672018148295014,2024-10-14,NEG,not ironic
79,1845672016797389170,2024-10-14,NEG,ironic
80,1845672016235614318,2024-10-14,NEU,not ironic
81,1845672014570479953,2024-10-14,NEU,not ironic
82,1845672013634961663,2024-10-14,NEU,not ironic
83,1845672011089002771,2024-10-14,NEU,not ironic
84,1845672010199781465,2024-10-14,NEU,not ironic
85,1845672009801355330,2024-10-14,NEU,not ironic
86,1845672009532899385,2024-10-14,NEU,not ironic
87,1845672004491313383,2024-10-14,POS,not ironic
88,1845672002771697863,2024-10-14,NEG,ironic
89,1845672000624214092,2024-10-14,NEG,not ironic
90,1845671998367698992,2024-10-14,NEU,not ironic
91,1845671997822353424,2024-10-14,NEU,not ironic
92,1845671997205889269,2024-10-14,NEG,not ironic
93,1845671995599372328,2024-10-14,POS,not ironic
94,1845671994970226924,2024-10-14,NEG,not ironic
95,1845671994475311546,2024-10-14,NEG,ironic
96,1845671991321211061,2024-10-14,NEG,not ironic
97,1845671988301345121,2024-10-14,NEG,not ironic
98,1845671988230013278,2024-10-14,NEU,not ironic
99,1845671987965739028,2024-10-14,NEU,not ironic
100,1845671983905968436,2024-10-14,NEG,not ironic
101,1845671983020900676,2024-10-14,NEG,not ironic
102,1845671982920060949,2024-10-14,POS,ironic
103,1845671981007470646,2024-10-14,NEG,ironic
104,1845671980495958403,2024-10-14,NEU,not ironic
105,1845671979065757962,2024-10-14,POS,ironic
106,1845671977895244083,2024-10-14,NEU,not ironic
107,1845671977832403163,2024-10-14,NEU,not ironic
108,1845671976611795287,2024-10-14,NEG,not ironic
109,1845671976045871319,2024-10-14,POS,not ironic
110,1845671975940935709,2024-10-14,POS,ironic
111,1845671975751950699,2024-10-14,NEG,not ironic
112,1845671975391273366,2024-10-14,NEG,ironic
113,1845671974351327498,2024-10-14,NEG,ironic
114,1845671972019056850,2024-10-14,NEU,not ironic
115,1845671970420974041,2024-10-14,NEU,ironic
116,1845671967648526526,2024-10-14,NEU,ironic
117,1845671966419603704,2024-10-14,NEG,ironic
118,1845671966268653860,2024-10-14,NEG,ironic
119,1845671963160629325,2024-10-14,NEU,not ironic
120,1845671962720268518,2024-10-14,NEU,not ironic
121,1845671959461281816,2024-10-14,NEG,not ironic
122,1845671956885963194,2024-10-14,NEU,ironic
123,1845671954520379630,2024-10-14,NEG,ironic
124,1845671952985284727,2024-10-14,NEG,not ironic
125,1845671952297435184,2024-10-14,POS,ironic
126,1845671950795882764,2024-10-14,NEG,not ironic
127,1845671950045020185,2024-10-14,NEG,not ironic
128,1845671948438622365,2024-10-14,NEU,ironic
129,1845671947943968933,2024-10-14,NEG,ironic
130,1845671947205509296,2024-10-14,NEU,ironic
131,1845671946559598627,2024-10-14,NEU,not ironic
132,1845671945603363174,2024-10-14,NEG,ironic
133,1845671944773145081,2024-10-14,NEG,not ironic
134,1845671944575750486,2024-10-14,POS,not ironic
135,1845671942013026642,2024-10-14,NEG,ironic
136,1845671941354696804,2024-10-14,NEU,not ironic
