,id,date,sentiment,irony
0,1833840688447754540,2024-09-11,NEU,ironic
1,1833840684001821103,2024-09-11,NEG,not ironic
2,1833840683389424081,2024-09-11,NEG,not ironic
3,1833840683326607759,2024-09-11,NEG,not ironic
4,1833840679694327935,2024-09-11,NEU,not ironic
5,1833840672719208801,2024-09-11,POS,not ironic
6,1833840669468578043,2024-09-11,POS,not ironic
7,1833840665312055601,2024-09-11,POS,ironic
8,1833840665211630015,2024-09-11,NEU,not ironic
9,1833840665110954130,2024-09-11,NEG,not ironic
10,1833840664494186995,2024-09-11,NEU,not ironic
11,1833840653844832279,2024-09-11,NEG,not ironic
12,1833840652188004360,2024-09-11,NEG,not ironic
13,1833840652133585295,2024-09-11,NEG,not ironic
14,1833840652028686828,2024-09-11,NEU,not ironic
15,1833840651391418843,2024-09-11,NEU,not ironic
16,1833840648996499901,2024-09-11,NEU,not ironic
17,1833840643711328328,2024-09-11,NEG,not ironic
18,1833840641572282726,2024-09-11,NEG,ironic
19,1833840640100061580,2024-09-11,NEG,not ironic
20,1833840638846234639,2024-09-11,NEG,not ironic
21,1833840638774723004,2024-09-11,NEG,ironic
22,1833840638413992020,2024-09-11,NEU,not ironic
23,1833840636706816395,2024-09-11,NEG,not ironic
24,1833840632055439499,2024-09-11,NEG,not ironic
25,1833840631837598113,2024-09-11,NEG,ironic
26,1833840631606571310,2024-09-11,POS,not ironic
27,1833840627953385501,2024-09-11,NEU,not ironic
28,1833840627848495544,2024-09-11,NEG,ironic
29,1833840626846351503,2024-09-11,NEG,not ironic
30,1833840626187506057,2024-09-11,POS,not ironic
31,1833840626011353498,2024-09-11,POS,not ironic
32,1833840625009238478,2024-09-11,NEU,ironic
33,1833840623230636153,2024-09-11,NEU,ironic
34,1833840619518640627,2024-09-11,NEU,ironic
35,1833840619166351740,2024-09-11,NEG,not ironic
36,1833840616897167670,2024-09-11,POS,not ironic
37,1833840611780100156,2024-09-11,POS,not ironic
38,1833840610538652129,2024-09-11,NEU,not ironic
39,1833840610031075694,2024-09-11,NEU,not ironic
40,1833840606558167393,2024-09-11,NEG,ironic
41,1833840603194327089,2024-09-11,NEG,not ironic
42,1833840599817941092,2024-09-11,POS,not ironic
43,1833840597775294494,2024-09-11,NEG,not ironic
44,1833840596538069069,2024-09-11,NEU,not ironic
45,1833840595644858591,2024-09-11,NEG,not ironic
46,1833840595527188680,2024-09-11,NEU,not ironic
47,1833840590188146725,2024-09-11,POS,not ironic
48,1833840589739033066,2024-09-11,NEG,ironic
49,1833840588841533628,2024-09-11,NEG,not ironic
50,1833840588824735798,2024-09-11,NEU,not ironic
51,1833840586987638838,2024-09-11,NEG,ironic
52,1833840585855168669,2024-09-11,NEG,not ironic
53,1833840584923980284,2024-09-11,NEG,not ironic
54,1833840583854460932,2024-09-11,NEU,not ironic
55,1833840580431949984,2024-09-11,NEU,not ironic
56,1833840579345530887,2024-09-11,POS,not ironic
57,1833840578917773630,2024-09-11,NEG,not ironic
58,1833840578569621775,2024-09-11,NEG,ironic
59,1833840578271875522,2024-09-11,NEG,not ironic
60,1833840577755947132,2024-09-11,NEG,not ironic
61,1833840577097437277,2024-09-11,POS,ironic
62,1833840576191439342,2024-09-11,NEU,not ironic
63,1833840574891180307,2024-09-11,NEU,not ironic
64,1833840574081966340,2024-09-11,NEG,ironic
65,1833840573649686724,2024-09-11,NEU,not ironic
66,1833840572156489734,2024-09-11,NEG,ironic
67,1833840571082809449,2024-09-11,NEU,ironic
68,1833840570554356108,2024-09-11,NEU,not ironic
69,1833840570294231329,2024-09-11,NEU,not ironic
70,1833840569887478175,2024-09-11,POS,ironic
71,1833840567601533105,2024-09-11,NEG,ironic
72,1833840566951379216,2024-09-11,NEG,ironic
73,1833840560420913550,2024-09-11,NEG,not ironic
74,1833840557707456515,2024-09-11,NEU,not ironic
75,1833840556973109544,2024-09-11,NEG,not ironic
76,1833840556813832467,2024-09-11,NEU,not ironic
77,1833840556461494670,2024-09-11,NEG,not ironic
78,1833840553429025189,2024-09-11,NEU,not ironic
79,1833840550749032558,2024-09-11,NEU,not ironic
80,1833840550270710208,2024-09-11,NEU,not ironic
