,id,date,sentiment,irony
0,1.8610722044711887e+18,2024-11-25,POS,ironic
1,1.861072202998686e+18,2024-11-25,NEU,not ironic
2,1.86107220100214e+18,2024-11-25,NEU,not ironic
3,1.8610721998867625e+18,2024-11-25,NEG,not ironic
4,1.8610721996180155e+18,2024-11-25,NEU,not ironic
5,1.861072197839643e+18,2024-11-25,NEG,not ironic
6,1.861072197600625e+18,2024-11-25,NEU,not ironic
7,1.861072197449552e+18,2024-11-25,NEG,not ironic
8,1.861072197353194e+18,2024-11-25,NEU,not ironic
9,1.861072197055365e+18,2024-11-25,NEU,not ironic
10,1.861072195033928e+18,2024-11-25,NEU,not ironic
11,1.8610721934944177e+18,2024-11-25,NEG,ironic
12,1.861072191896396e+18,2024-11-25,NEG,not ironic
13,1.861072189677785e+18,2024-11-25,POS,not ironic
14,1.8610721890693696e+18,2024-11-25,NEG,not ironic
15,1.8610721890109112e+18,2024-11-25,NEG,not ironic
16,1.8610721885914893e+18,2024-11-25,NEG,ironic
17,1.8610721885579343e+18,2024-11-25,NEU,not ironic
18,1.86107218851181e+18,2024-11-25,NEU,not ironic
19,1.8610721873287867e+18,2024-11-25,POS,not ironic
20,1.8610721870602816e+18,2024-11-25,NEU,ironic
21,1.861072183860052e+18,2024-11-25,NEG,ironic
22,1.861072178893955e+18,2024-11-25,NEU,ironic
23,1.8610721788856443e+18,2024-11-25,NEG,ironic
24,1.86107217798806e+18,2024-11-25,NEG,not ironic
25,1.8610721760166835e+18,2024-11-25,NEG,ironic
26,1.8610721743180063e+18,2024-11-25,NEG,not ironic
27,1.8610721739992804e+18,2024-11-25,NEU,not ironic
28,1.8610721717092027e+18,2024-11-25,NEU,not ironic
29,1.8610721685930148e+18,2024-11-25,NEU,not ironic
30,1.861072164755317e+18,2024-11-25,NEG,not ironic
31,1.8610721647046487e+18,2024-11-25,NEU,not ironic
32,1.861072160833352e+18,2024-11-25,NEU,ironic
33,1.8610721588244977e+18,2024-11-25,NEU,not ironic
34,1.8610721584887644e+18,2024-11-25,NEU,not ironic
35,1.8610721581825152e+18,2024-11-25,NEU,not ironic
36,1.8610721580022167e+18,2024-11-25,NEG,ironic
37,1.8610721528725832e+18,2024-11-25,NEG,ironic
38,1.8610721506621768e+18,2024-11-25,NEU,not ironic
39,1.861072149483504e+18,2024-11-25,NEU,not ironic
40,1.8610721494206505e+18,2024-11-25,NEG,not ironic
41,1.861072149047292e+18,2024-11-25,NEG,ironic
42,1.86107214853988e+18,2024-11-25,NEG,ironic
43,1.8610721467868777e+18,2024-11-25,NEG,not ironic
44,1.8610721452976543e+18,2024-11-25,NEG,ironic
45,1.861072143900889e+18,2024-11-25,NEG,not ironic
46,1.8610721417618232e+18,2024-11-25,NEU,not ironic
47,1.86107214083906e+18,2024-11-25,NEG,not ironic
48,1.8610721407971983e+18,2024-11-25,POS,ironic
49,1.8610721403653647e+18,2024-11-25,NEG,not ironic
50,1.8610721402476628e+18,2024-11-25,NEU,not ironic
51,1.861072140235141e+18,2024-11-25,NEU,not ironic
52,1.8610721391320023e+18,2024-11-25,NEG,not ironic
53,1.861072138813457e+18,2024-11-25,NEU,not ironic
54,1.861072135923348e+18,2024-11-25,NEU,not ironic
55,1.8610721348035136e+18,2024-11-25,NEU,ironic
56,1.861072134589854e+18,2024-11-25,POS,not ironic
57,1.86107213380948e+18,2024-11-25,NEU,not ironic
58,1.8610721335745457e+18,2024-11-25,NEU,not ironic
59,1.8610721332809887e+18,2024-11-25,NEG,ironic
60,1.8610721332809807e+18,2024-11-25,NEU,ironic
61,1.861072132005896e+18,2024-11-25,NEG,not ironic
62,1.861072131938808e+18,2024-11-25,NEU,not ironic
63,1.861072131540259e+18,2024-11-25,NEU,not ironic
64,1.861072130420638e+18,2024-11-25,NEG,not ironic
65,1.8610721295900145e+18,2024-11-25,NEU,not ironic
66,1.8610721275347272e+18,2024-11-25,NEU,ironic
67,1.861072127425753e+18,2024-11-25,NEU,not ironic
68,1.8610721255760369e+18,2024-11-25,NEU,not ironic
69,1.861072124904932e+18,2024-11-25,NEU,not ironic
