,Unnamed: 0,id,date,sentiment,irony
0,0,1.8361466182963323e+18,2024-09-17,NEG,not ironic
1,1,1.8361466168954225e+18,2024-09-17,NEU,not ironic
2,2,1.836146616631464e+18,2024-09-17,NEU,ironic
3,3,1.8361466152764375e+18,2024-09-17,NEU,not ironic
4,4,1.8361466152219935e+18,2024-09-17,NEG,not ironic
5,5,1.8361466147188493e+18,2024-09-17,NEG,ironic
6,6,1.8361466143833167e+18,2024-09-17,NEG,ironic
7,7,1.8361466133305467e+18,2024-09-17,NEG,ironic
8,8,1.836146611820364e+18,2024-09-17,NEU,ironic
9,9,1.836146611585504e+18,2024-09-17,NEG,ironic
10,10,1.836146610197472e+18,2024-09-17,NEG,not ironic
11,11,1.8361466097064143e+18,2024-09-17,NEG,not ironic
12,12,1.836146609521836e+18,2024-09-17,NEG,not ironic
13,13,1.8361466089431247e+18,2024-09-17,NEG,not ironic
14,14,1.8361466082845368e+18,2024-09-17,NEU,ironic
15,15,1.8361466056465615e+18,2024-09-17,NEG,ironic
16,16,1.8361466040776704e+18,2024-09-17,NEU,not ironic
17,17,1.8361466040736932e+18,2024-09-17,POS,not ironic
18,18,1.83614660366692e+18,2024-09-17,NEG,ironic
19,19,1.8361466026347848e+18,2024-09-17,NEG,ironic
20,20,1.8361466011545152e+18,2024-09-17,NEU,not ironic
21,21,1.8361465960665293e+18,2024-09-17,NEG,not ironic
22,22,1.8361465960329423e+18,2024-09-17,NEU,not ironic
23,23,1.8361465944771917e+18,2024-09-17,NEG,not ironic
24,24,1.8361465913691717e+18,2024-09-17,NEU,not ironic
25,25,1.836146591004304e+18,2024-09-17,NEG,ironic
26,26,1.8361465901105807e+18,2024-09-17,NEU,not ironic
27,27,1.836146589816996e+18,2024-09-17,NEG,not ironic
28,28,1.836146588542284e+18,2024-09-17,NEU,not ironic
29,29,1.8361465880514765e+18,2024-09-17,NEG,not ironic
30,30,1.83614658625602e+18,2024-09-17,NEU,ironic
31,31,1.8361465858324237e+18,2024-09-17,NEG,not ironic
32,32,1.836146585643946e+18,2024-09-17,POS,not ironic
33,33,1.8361465832531927e+18,2024-09-17,NEU,not ironic
34,34,1.8361465820913628e+18,2024-09-17,NEG,not ironic
35,35,1.8361465815461724e+18,2024-09-17,NEU,not ironic
