,id,date,sentiment,irony
0,1.8217e+18,2024-08-08,POS,not ironic
1,1.8217e+18,2024-08-08,NEU,not ironic
2,1.8217e+18,2024-08-08,POS,ironic
3,1.8217e+18,2024-08-08,NEG,ironic
4,1.8217e+18,2024-08-08,POS,not ironic
5,1.8217e+18,2024-08-08,NEG,not ironic
6,1.8217e+18,2024-08-08,NEG,not ironic
7,1.8217e+18,2024-08-08,NEG,not ironic
8,1.8217e+18,2024-08-08,NEG,not ironic
9,1.8217e+18,2024-08-08,NEU,ironic
10,1.8217e+18,2024-08-08,NEU,not ironic
11,1.8217e+18,2024-08-08,NEG,not ironic
12,1.8217e+18,2024-08-08,NEG,ironic
13,1.8217e+18,2024-08-08,POS,ironic
14,1.8217e+18,2024-08-08,NEU,not ironic
15,1.8217e+18,2024-08-08,NEG,ironic
16,1.8217e+18,2024-08-08,NEG,ironic
17,1.8217e+18,2024-08-08,NEG,not ironic
18,1.8217e+18,2024-08-08,NEG,not ironic
19,1.8217e+18,2024-08-08,NEG,not ironic
20,1.8217e+18,2024-08-08,NEU,not ironic
21,1.8217e+18,2024-08-08,NEU,not ironic
22,1.8217e+18,2024-08-08,POS,not ironic
23,1.8217e+18,2024-08-08,NEG,ironic
24,1.8217e+18,2024-08-08,NEU,not ironic
25,1.8217e+18,2024-08-08,NEU,ironic
26,1.8217e+18,2024-08-08,NEG,ironic
27,1.8217e+18,2024-08-08,NEU,not ironic
28,1.8217e+18,2024-08-08,NEG,not ironic
29,1.8217e+18,2024-08-08,NEG,ironic
30,1.8217e+18,2024-08-08,POS,ironic
31,1.8217e+18,2024-08-08,NEU,ironic
32,1.8217e+18,2024-08-08,NEG,not ironic
33,1.8217e+18,2024-08-08,NEU,not ironic
34,1.8217e+18,2024-08-08,POS,ironic
35,1.8217e+18,2024-08-08,NEU,not ironic
36,1.8217e+18,2024-08-08,NEU,not ironic
37,1.8217e+18,2024-08-08,NEG,ironic
38,1.8217e+18,2024-08-08,NEU,not ironic
39,1.8217e+18,2024-08-08,NEU,ironic
40,1.8217e+18,2024-08-08,NEG,not ironic
41,1.8217e+18,2024-08-08,NEU,not ironic
42,1.8217e+18,2024-08-08,NEG,not ironic
43,1.8217e+18,2024-08-08,NEG,not ironic
44,1.8217e+18,2024-08-08,POS,ironic
45,1.8217e+18,2024-08-08,NEU,ironic
46,1.8217e+18,2024-08-08,NEU,not ironic
47,1.8217e+18,2024-08-08,NEG,not ironic
48,1.8217e+18,2024-08-08,NEU,not ironic
49,1.8217e+18,2024-08-08,NEG,not ironic
50,1.8217e+18,2024-08-08,NEG,ironic
51,1.8217e+18,2024-08-08,NEG,ironic
52,1.8217e+18,2024-08-08,NEG,not ironic
53,1.8217e+18,2024-08-08,NEU,not ironic
54,1.8217e+18,2024-08-08,NEG,ironic
55,1.8217e+18,2024-08-08,NEU,not ironic
56,1.8217e+18,2024-08-08,NEG,ironic
57,1.8217e+18,2024-08-08,NEG,not ironic
58,1.8217e+18,2024-08-08,NEU,ironic
59,1.8217e+18,2024-08-08,NEU,not ironic
60,1.8217e+18,2024-08-08,NEG,not ironic
61,1.8217e+18,2024-08-08,NEG,not ironic
62,1.8217e+18,2024-08-08,NEG,not ironic
63,1.8217e+18,2024-08-08,POS,not ironic
64,1.8217e+18,2024-08-08,NEU,not ironic
65,1.8217e+18,2024-08-08,NEU,not ironic
66,1.8217e+18,2024-08-08,NEG,not ironic
67,1.8217e+18,2024-08-08,NEG,not ironic
68,1.8217e+18,2024-08-08,NEU,not ironic
69,1.8217e+18,2024-08-08,NEG,ironic
70,1.8217e+18,2024-08-08,NEG,ironic
71,1.8217e+18,2024-08-08,POS,not ironic
72,1.8217e+18,2024-08-08,NEU,ironic
73,1.8217e+18,2024-08-08,POS,not ironic
74,1.8217e+18,2024-08-08,NEU,not ironic
75,1.8217e+18,2024-08-08,POS,ironic
76,1.8217e+18,2024-08-08,NEG,ironic
77,1.8217e+18,2024-08-08,NEG,ironic
78,1.8217e+18,2024-08-08,NEU,ironic
79,1.8217e+18,2024-08-08,NEU,not ironic
80,1.8217e+18,2024-08-08,NEU,not ironic
81,1.8217e+18,2024-08-08,NEU,not ironic
82,1.8217e+18,2024-08-08,NEG,not ironic
83,1.8217e+18,2024-08-08,NEG,ironic
84,1.8217e+18,2024-08-08,NEG,ironic
85,1.8217e+18,2024-08-08,NEG,not ironic
86,1.8217e+18,2024-08-08,NEU,not ironic
87,1.8217e+18,2024-08-08,NEU,not ironic
88,1.8217e+18,2024-08-08,NEU,ironic
89,1.8217e+18,2024-08-08,NEG,not ironic
90,1.8217e+18,2024-08-08,NEG,not ironic
91,1.8217e+18,2024-08-08,NEU,ironic
92,1.8217e+18,2024-08-08,NEU,ironic
93,1.8217e+18,2024-08-08,NEG,not ironic
94,1.8217e+18,2024-08-08,NEU,ironic
95,1.8217e+18,2024-08-08,NEG,ironic
96,1.8217e+18,2024-08-08,NEG,not ironic
97,1.8217e+18,2024-08-08,NEG,not ironic
98,1.8217e+18,2024-08-08,NEU,ironic
99,1.8217e+18,2024-08-08,NEU,not ironic
100,1.8217e+18,2024-08-08,NEG,not ironic
101,1.8217e+18,2024-08-08,NEG,ironic
102,1.8217e+18,2024-08-08,POS,not ironic
103,1.8217e+18,2024-08-08,POS,ironic
104,1.8217e+18,2024-08-08,NEU,not ironic
105,1.8217e+18,2024-08-08,NEG,ironic
106,1.8217e+18,2024-08-08,NEG,not ironic
107,1.8217e+18,2024-08-08,NEG,not ironic
108,1.8217e+18,2024-08-08,NEG,not ironic
109,1.8217e+18,2024-08-08,NEG,ironic
110,1.8217e+18,2024-08-08,NEG,not ironic
