,Unnamed: 0,id,date,sentiment,irony
0,0,1.8367725846558395e+18,2024-09-19,NEU,not ironic
1,1,1.83677257856152e+18,2024-09-19,NEG,ironic
2,2,1.836772574547608e+18,2024-09-19,NEG,ironic
3,3,1.8367725742750024e+18,2024-09-19,NEG,ironic
4,4,1.8367725639110536e+18,2024-09-19,NEU,not ironic
5,5,1.8367725597083896e+18,2024-09-19,POS,not ironic
6,6,1.8367725584959985e+18,2024-09-19,NEU,ironic
7,7,1.8367725583662487e+18,2024-09-19,NEU,not ironic
8,8,1.836772557451596e+18,2024-09-19,POS,ironic
9,9,1.836772553291178e+18,2024-09-19,NEU,not ironic
10,10,1.836772551114044e+18,2024-09-19,NEG,not ironic
11,11,1.8367725502250803e+18,2024-09-19,NEG,not ironic
12,12,1.836772543958757e+18,2024-09-19,NEG,not ironic
13,13,1.8367725434174543e+18,2024-09-19,NEG,not ironic
14,14,1.8367725357924805e+18,2024-09-19,NEU,ironic
15,15,1.836772533502161e+18,2024-09-19,NEU,not ironic
16,16,1.836772530427675e+18,2024-09-19,NEG,not ironic
17,17,1.8367725251008924e+18,2024-09-19,NEG,ironic
18,18,1.8367725181131983e+18,2024-09-19,NEG,not ironic
19,19,1.8367725145774449e+18,2024-09-19,POS,ironic
20,20,1.836772506771788e+18,2024-09-19,NEG,not ironic
21,21,1.836772506050474e+18,2024-09-19,NEU,ironic
22,22,1.8367725034125235e+18,2024-09-19,POS,not ironic
23,23,1.836772502099432e+18,2024-09-19,NEG,not ironic
24,24,1.8367724999728407e+18,2024-09-19,POS,not ironic
25,25,1.8367724968691136e+18,2024-09-19,POS,not ironic
26,26,1.836772496852276e+18,2024-09-19,NEG,not ironic
27,27,1.8367724914668588e+18,2024-09-19,NEU,not ironic
28,28,1.8367724904475853e+18,2024-09-19,NEG,ironic
29,29,1.836772486802821e+18,2024-09-19,NEU,not ironic
30,30,1.836772486303961e+18,2024-09-19,NEG,not ironic
31,31,1.836772485984912e+18,2024-09-19,NEG,ironic
32,32,1.8367724833760133e+18,2024-09-19,NEG,ironic
33,33,1.8367724775584847e+18,2024-09-19,NEU,ironic
34,34,1.8367724772774543e+18,2024-09-19,NEU,not ironic
35,35,1.8367724620857672e+18,2024-09-19,NEG,not ironic
36,36,1.8367724551525624e+18,2024-09-19,NEG,not ironic
37,37,1.8367724549344384e+18,2024-09-19,POS,not ironic
38,38,1.8367724540833093e+18,2024-09-19,NEG,ironic
39,39,1.8367724524640207e+18,2024-09-19,NEU,not ironic
40,40,1.8367724450194145e+18,2024-09-19,NEU,not ironic
41,41,1.836772438325297e+18,2024-09-19,NEU,not ironic
42,42,1.8367724377506488e+18,2024-09-19,NEU,not ironic
43,43,1.836772435670258e+18,2024-09-19,NEG,not ironic
44,44,1.8367724325242355e+18,2024-09-19,NEU,not ironic
45,45,1.8367724286990129e+18,2024-09-19,NEG,ironic
46,46,1.8367724264763187e+18,2024-09-19,NEU,not ironic
47,47,1.8367724252597125e+18,2024-09-19,NEG,not ironic
48,48,1.83677242519262e+18,2024-09-19,NEG,not ironic
49,49,1.836772419039568e+18,2024-09-19,NEG,not ironic
50,50,1.8367724131758904e+18,2024-09-19,POS,not ironic
51,51,1.8367724117583096e+18,2024-09-19,NEG,not ironic
52,52,1.8367724095731016e+18,2024-09-19,NEU,ironic
53,53,1.8367724055843064e+18,2024-09-19,NEG,not ironic
54,54,1.836772398927844e+18,2024-09-19,POS,not ironic
55,55,1.8367723944232307e+18,2024-09-19,NEG,not ironic
56,56,1.836772390421836e+18,2024-09-19,NEG,not ironic
57,57,1.8367723782373875e+18,2024-09-19,POS,ironic
58,58,1.8367723736950047e+18,2024-09-19,NEU,not ironic
59,59,1.836772370742461e+18,2024-09-19,NEG,ironic
60,60,1.8367723661454216e+18,2024-09-19,NEG,ironic
61,61,1.8367723658767767e+18,2024-09-19,NEG,not ironic
62,62,1.836772363884753e+18,2024-09-19,NEU,ironic
63,63,1.8367723624416748e+18,2024-09-19,NEU,ironic
64,64,1.8367723581928607e+18,2024-09-19,POS,not ironic
65,65,1.8367723537677847e+18,2024-09-19,NEG,not ironic
66,66,1.8367723478706675e+18,2024-09-19,NEU,ironic
67,67,1.836772344184128e+18,2024-09-19,NEU,not ironic
68,68,1.8367723426152328e+18,2024-09-19,NEG,not ironic
69,69,1.8367723417888525e+18,2024-09-19,NEG,not ironic
70,70,1.8367723393059144e+18,2024-09-19,NEU,not ironic
71,71,1.836772326689362e+18,2024-09-19,NEU,not ironic
72,72,1.836772321794626e+18,2024-09-19,NEG,not ironic
73,73,1.8367723172063155e+18,2024-09-19,NEG,not ironic
74,74,1.8367723114472407e+18,2024-09-19,NEU,not ironic
75,75,1.8367723105120087e+18,2024-09-19,NEG,not ironic
76,76,1.8367723093585183e+18,2024-09-19,POS,not ironic
77,77,1.8367723049670743e+18,2024-09-19,NEU,not ironic
78,78,1.8367723013684472e+18,2024-09-19,NEU,not ironic
79,79,1.8367722969224115e+18,2024-09-19,NEU,not ironic
80,80,1.8367722962009864e+18,2024-09-19,NEG,ironic
81,81,1.836772295383388e+18,2024-09-19,NEG,ironic
82,82,1.836772287175111e+18,2024-09-19,NEU,not ironic
83,83,1.8367722819571507e+18,2024-09-19,NEU,not ironic
84,84,1.83677227912598e+18,2024-09-19,NEG,ironic
85,85,1.8367722737530675e+18,2024-09-19,NEU,not ironic
86,86,1.8367722684515287e+18,2024-09-19,NEU,not ironic
87,87,1.8367722620551823e+18,2024-09-19,NEU,ironic
88,88,1.8367722619797304e+18,2024-09-19,NEU,not ironic
89,89,1.8367722612373217e+18,2024-09-19,NEG,ironic
90,90,1.8367722541825068e+18,2024-09-19,POS,not ironic
91,91,1.8367722500595185e+18,2024-09-19,NEU,not ironic
92,92,1.836772249111872e+18,2024-09-19,NEU,not ironic
93,93,1.8367722477780088e+18,2024-09-19,NEG,ironic
94,94,1.836772244845912e+18,2024-09-19,NEU,not ironic
95,95,1.83677223321122e+18,2024-09-19,NEG,not ironic
96,96,1.836772225648628e+18,2024-09-19,NEG,not ironic
97,97,1.836772222079205e+18,2024-09-19,NEU,ironic
98,98,1.8367722133047503e+18,2024-09-19,NEG,ironic
99,99,1.8367722103017065e+18,2024-09-19,NEG,not ironic
100,100,1.836772208137348e+18,2024-09-19,NEG,ironic
101,101,1.836772195810554e+18,2024-09-19,NEG,ironic
102,102,1.836772194782696e+18,2024-09-19,NEU,ironic
103,103,1.836772190202798e+18,2024-09-19,NEG,ironic
104,104,1.836772188893913e+18,2024-09-19,POS,not ironic
105,105,1.8367721840369585e+18,2024-09-19,NEG,not ironic
106,106,1.8367721807111048e+18,2024-09-19,POS,ironic
107,107,1.8367721753672832e+18,2024-09-19,NEG,not ironic
108,108,1.8367721739537864e+18,2024-09-19,NEG,ironic
109,109,1.836772168425718e+18,2024-09-19,NEG,not ironic
110,110,1.8367721679769068e+18,2024-09-19,NEG,ironic
111,111,1.836772152428647e+18,2024-09-19,NEG,ironic
112,112,1.8367721502140493e+18,2024-09-19,NEG,ironic
113,113,1.836772147756512e+18,2024-09-19,NEU,not ironic
114,114,1.836772143796822e+18,2024-09-19,POS,not ironic
115,115,1.836772142131655e+18,2024-09-19,POS,not ironic
116,116,1.8367721392502008e+18,2024-09-19,NEG,ironic
117,117,1.8367721391075825e+18,2024-09-19,NEG,ironic
118,118,1.8367721377863724e+18,2024-09-19,NEU,not ironic
119,119,1.8367721287687908e+18,2024-09-19,NEG,not ironic
120,120,1.8367721269398776e+18,2024-09-19,NEU,not ironic
121,121,1.8367721248595195e+18,2024-09-19,POS,not ironic
122,122,1.8367721167393167e+18,2024-09-19,NEG,ironic
123,123,1.8367721095628805e+18,2024-09-19,NEG,not ironic
124,124,1.836772109244048e+18,2024-09-19,NEG,ironic
125,125,1.8367721035946355e+18,2024-09-19,NEU,not ironic
126,126,1.8367721027639176e+18,2024-09-19,NEG,not ironic
127,127,1.8367720888136297e+18,2024-09-19,NEU,not ironic
128,128,1.8367720853617047e+18,2024-09-19,NEU,not ironic
129,129,1.8367720851899725e+18,2024-09-19,POS,not ironic
130,130,1.8367720839272904e+18,2024-09-19,NEG,ironic
131,131,1.8367720824382715e+18,2024-09-19,NEG,not ironic
132,132,1.836772081070961e+18,2024-09-19,NEU,not ironic
133,133,1.836772079351579e+18,2024-09-19,NEG,not ironic
134,134,1.8367720743013376e+18,2024-09-19,NEG,not ironic
135,135,1.8367720727830323e+18,2024-09-19,NEG,ironic
136,136,1.8367720622678344e+18,2024-09-19,NEU,not ironic
137,137,1.836772050922316e+18,2024-09-19,NEG,ironic
138,138,1.8367720498695823e+18,2024-09-19,NEG,ironic
139,139,1.8367720474829988e+18,2024-09-19,NEU,not ironic
140,140,1.8367720394092424e+18,2024-09-19,NEU,not ironic
141,141,1.8367720341073144e+18,2024-09-19,NEG,not ironic
142,142,1.8367720284534413e+18,2024-09-19,NEG,ironic
143,143,1.836772025320244e+18,2024-09-19,NEU,not ironic
144,144,1.8367720244394967e+18,2024-09-19,NEG,not ironic
145,145,1.836772023181177e+18,2024-09-19,NEU,not ironic
146,146,1.836772019234632e+18,2024-09-19,POS,not ironic
147,147,1.8367720189745605e+18,2024-09-19,NEU,ironic
148,148,1.836772016130872e+18,2024-09-19,NEG,ironic
149,149,1.8367720131780567e+18,2024-09-19,NEG,not ironic
150,150,1.8367720108625472e+18,2024-09-19,POS,not ironic
151,151,1.8367720059551665e+18,2024-09-19,NEU,not ironic
152,152,1.8367720041307013e+18,2024-09-19,POS,ironic
153,153,1.836772002344096e+18,2024-09-19,NEG,ironic
154,154,1.8367719956875064e+18,2024-09-19,POS,ironic
155,155,1.8367719930576773e+18,2024-09-19,NEG,not ironic
156,156,1.8367719910737188e+18,2024-09-19,NEU,not ironic
157,157,1.8367719877309568e+18,2024-09-19,NEG,ironic
158,158,1.8367719874582984e+18,2024-09-19,NEU,not ironic
159,159,1.8367719845307108e+18,2024-09-19,NEG,not ironic
160,160,1.836771981930144e+18,2024-09-19,NEG,not ironic
161,161,1.8367719697499384e+18,2024-09-19,NEU,not ironic
162,162,1.8367719596293243e+18,2024-09-19,NEU,not ironic
163,163,1.836771956508578e+18,2024-09-19,NEU,not ironic
164,164,1.8367719492652155e+18,2024-09-19,NEU,not ironic
165,165,1.83677194197529e+18,2024-09-19,NEG,not ironic
166,166,1.836771940746343e+18,2024-09-19,NEG,not ironic
167,167,1.8367719332301417e+18,2024-09-19,NEG,ironic
168,168,1.8367719310700503e+18,2024-09-19,NEG,ironic
169,169,1.836771926791869e+18,2024-09-19,NEU,not ironic
170,170,1.8367719222287887e+18,2024-09-19,NEU,not ironic
171,171,1.836771908647613e+18,2024-09-19,POS,not ironic
172,172,1.8367719031654075e+18,2024-09-19,NEU,ironic
173,173,1.8367719020790705e+18,2024-09-19,NEU,not ironic
174,174,1.83677188981069e+18,2024-09-19,NEG,not ironic
175,175,1.836771888577553e+18,2024-09-19,NEG,not ironic
176,176,1.8367718884058808e+18,2024-09-19,NEG,ironic
177,177,1.8367718812669176e+18,2024-09-19,NEU,not ironic
178,178,1.8367718787293268e+18,2024-09-19,NEU,ironic
179,179,1.8367718778276209e+18,2024-09-19,POS,not ironic
180,180,1.8367718690278607e+18,2024-09-19,POS,not ironic
181,181,1.8367718548094528e+18,2024-09-19,NEU,not ironic
182,182,1.836771851483378e+18,2024-09-19,NEG,ironic
183,183,1.8367718511686167e+18,2024-09-19,NEU,not ironic
184,184,1.836771849868292e+18,2024-09-19,NEG,not ironic
185,185,1.836771843362964e+18,2024-09-19,NEU,ironic
186,186,1.836771836605928e+18,2024-09-19,NEG,not ironic
187,187,1.8367718280621425e+18,2024-09-19,NEG,not ironic
188,188,1.836771825889489e+18,2024-09-19,NEG,not ironic
189,189,1.836771810282496e+18,2024-09-19,NEU,not ironic
190,190,1.8367718059204808e+18,2024-09-19,NEU,not ironic
191,191,1.8367717843994788e+18,2024-09-19,NEU,not ironic
192,192,1.8367717835818355e+18,2024-09-19,NEG,not ironic
193,193,1.8367717789429184e+18,2024-09-19,NEU,not ironic
