,Unnamed: 0,id,date,sentiment,irony
0,0,1.8375388347430216e+18,2024-09-21,NEU,ironic
1,1,1.837538829898548e+18,2024-09-21,NEU,not ironic
2,2,1.8375388289757924e+18,2024-09-21,POS,not ironic
3,3,1.837538824471089e+18,2024-09-21,NEG,not ironic
4,4,1.83753882382096e+18,2024-09-21,POS,not ironic
5,5,1.837538823397356e+18,2024-09-21,NEU,not ironic
6,6,1.837538820012561e+18,2024-09-21,NEG,not ironic
7,7,1.837538810529452e+18,2024-09-21,NEG,ironic
8,8,1.837538798596772e+18,2024-09-21,NEG,not ironic
9,9,1.83753879015329e+18,2024-09-21,POS,not ironic
10,10,1.8375387856027976e+18,2024-09-21,NEG,ironic
11,11,1.837538785413809e+18,2024-09-21,NEG,not ironic
12,12,1.837538774512784e+18,2024-09-21,NEU,ironic
13,13,1.837538770893394e+18,2024-09-21,NEU,not ironic
14,14,1.8375387699370929e+18,2024-09-21,NEU,not ironic
15,15,1.837538768187961e+18,2024-09-21,NEU,not ironic
16,16,1.8375387634649664e+18,2024-09-21,NEG,not ironic
17,17,1.837538756980544e+18,2024-09-21,POS,not ironic
18,18,1.8375387339957576e+18,2024-09-21,NEU,not ironic
19,19,1.83753873072874e+18,2024-09-21,NEG,not ironic
20,20,1.837538727264244e+18,2024-09-21,NEU,not ironic
21,21,1.837538726232445e+18,2024-09-21,NEG,not ironic
22,22,1.8375387258087508e+18,2024-09-21,NEG,not ironic
23,23,1.8375387239084488e+18,2024-09-21,NEU,not ironic
24,24,1.8375387235309688e+18,2024-09-21,POS,ironic
25,25,1.8375387150797665e+18,2024-09-21,POS,ironic
26,26,1.83753871243738e+18,2024-09-21,NEG,not ironic
27,27,1.8375387010243827e+18,2024-09-21,NEG,not ironic
28,28,1.8375386947161487e+18,2024-09-21,NEG,not ironic
29,29,1.8375386940744049e+18,2024-09-21,NEG,not ironic
30,30,1.8375386935081864e+18,2024-09-21,POS,not ironic
31,31,1.8375386920698268e+18,2024-09-21,POS,not ironic
32,32,1.837538689536217e+18,2024-09-21,NEU,ironic
33,33,1.8375386891128548e+18,2024-09-21,NEG,ironic
34,34,1.837538684985393e+18,2024-09-21,POS,not ironic
35,35,1.8375386827417068e+18,2024-09-21,NEG,ironic
36,36,1.837538680908796e+18,2024-09-21,NEG,ironic
37,37,1.837538678299608e+18,2024-09-21,NEG,not ironic
38,38,1.8375386762360632e+18,2024-09-21,NEG,not ironic
39,39,1.8375386694118523e+18,2024-09-21,NEU,not ironic
40,40,1.837538669390971e+18,2024-09-21,NEU,not ironic
41,41,1.8375386685729715e+18,2024-09-21,NEU,not ironic
42,42,1.8375386663755328e+18,2024-09-21,NEG,not ironic
43,43,1.837538658837992e+18,2024-09-21,NEG,not ironic
44,44,1.837538652814992e+18,2024-09-21,NEG,not ironic
45,45,1.8375386491869435e+18,2024-09-21,POS,ironic
46,46,1.8375386361552773e+18,2024-09-21,NEU,ironic
47,47,1.8375386350311795e+18,2024-09-21,NEU,ironic
48,48,1.8375386349723976e+18,2024-09-21,POS,ironic
49,49,1.8375386271165727e+18,2024-09-21,NEG,ironic
50,50,1.837538624327291e+18,2024-09-21,NEU,ironic
51,51,1.837538619168359e+18,2024-09-21,POS,not ironic
52,52,1.8375386188708457e+18,2024-09-21,NEU,not ironic
53,53,1.8375386179435807e+18,2024-09-21,NEG,not ironic
54,54,1.8375386172179704e+18,2024-09-21,POS,ironic
55,55,1.8375386164675087e+18,2024-09-21,NEG,ironic
56,56,1.837538607403344e+18,2024-09-21,NEG,not ironic
57,57,1.8375385958399224e+18,2024-09-21,NEG,ironic
58,58,1.837538592479916e+18,2024-09-21,NEG,not ironic
59,59,1.8375385873041736e+18,2024-09-21,NEG,not ironic
60,60,1.8375385847750577e+18,2024-09-21,NEU,ironic
61,61,1.837538580438397e+18,2024-09-21,NEG,ironic
62,62,1.8375385741215173e+18,2024-09-21,NEU,not ironic
63,63,1.837538568228492e+18,2024-09-21,NEU,not ironic
64,64,1.8375385649988887e+18,2024-09-21,NEG,ironic
65,65,1.837538561912197e+18,2024-09-21,NEG,not ironic
66,66,1.8375385607500475e+18,2024-09-21,NEU,ironic
67,67,1.837538546749526e+18,2024-09-21,NEG,not ironic
68,68,1.837538544060932e+18,2024-09-21,NEG,not ironic
69,69,1.837538540546048e+18,2024-09-21,NEG,ironic
70,70,1.8375385382224937e+18,2024-09-21,POS,not ironic
71,71,1.8375385328747195e+18,2024-09-21,NEG,ironic
72,72,1.8375385326775383e+18,2024-09-21,NEG,ironic
73,73,1.8375385309453683e+18,2024-09-21,NEG,not ironic
74,74,1.8375385300057825e+18,2024-09-21,NEU,not ironic
75,75,1.8375385287139208e+18,2024-09-21,NEU,ironic
76,76,1.837538528374244e+18,2024-09-21,NEG,ironic
77,77,1.8375385168776525e+18,2024-09-21,NEG,ironic
78,78,1.8375385161858952e+18,2024-09-21,NEG,not ironic
79,79,1.8375385140048364e+18,2024-09-21,POS,not ironic
80,80,1.8375385065473848e+18,2024-09-21,NEG,not ironic
