,Unnamed: 0.1,Unnamed: 0,id,date,sentiment,irony,Unnamed: 0.2
23125871,33504,33504,1796328759169310932,2024-05-30,NEG,ironic,
23125872,33505,33505,1796328755432202499,2024-05-30,NEG,not ironic,
23125873,33506,33506,1796328754933071992,2024-05-30,NEG,not ironic,
23125874,33507,33507,1796328754790428998,2024-05-30,NEG,ironic,
23125875,33508,33508,1796328752848539924,2024-05-30,NEG,not ironic,
23125876,33509,33509,1796328745768452551,2024-05-30,NEG,ironic,
23125877,33510,33510,1796328741712392369,2024-05-30,NEG,not ironic,
23125878,33511,33511,1796328728177610764,2024-05-30,NEG,not ironic,
23125879,33512,33512,1796328723244785911,2024-05-30,NEG,not ironic,
23125880,33513,33513,1796328723135844489,2024-05-30,NEU,not ironic,
23125881,33514,33514,1796328720212349384,2024-05-30,NEU,ironic,
23125882,33515,33515,1796328716127379612,2024-05-30,POS,ironic,
23125883,33516,33516,1796328709059952875,2024-05-30,NEU,not ironic,
23125884,33517,33517,1796328705461248363,2024-05-30,NEG,not ironic,
23125885,33518,33518,1796328704903205338,2024-05-30,NEG,not ironic,
23125886,33519,33519,1796328696002888121,2024-05-30,NEG,not ironic,
23125887,33520,33520,1796328695629566167,2024-05-30,NEU,not ironic,
23125888,33521,33521,1796328689560625614,2024-05-30,NEU,not ironic,
23125889,33522,33522,1796328687157076073,2024-05-30,NEG,ironic,
23125890,33523,33523,1796328685672264150,2024-05-30,POS,ironic,
23125891,33524,33524,1796328680912011479,2024-05-30,NEU,not ironic,
23125892,33525,33525,1796328674121380119,2024-05-30,NEU,not ironic,
23125893,33526,33526,1796328670199693768,2024-05-30,NEG,not ironic,
23125894,33527,33527,1796328669864157422,2024-05-30,NEG,ironic,
23125895,33528,33528,1796328664898109627,2024-05-30,NEG,not ironic,
23125896,33529,33529,1796328658417627439,2024-05-30,NEU,not ironic,
23125897,33530,33530,1796328657025217016,2024-05-30,NEG,not ironic,
23125898,33531,33531,1796328656970854850,2024-05-30,NEU,not ironic,
23125899,33532,33532,1796328654651498643,2024-05-30,NEG,ironic,
23125900,33533,33533,1796328650268393934,2024-05-30,NEG,ironic,
23125901,33534,33534,1796328649203020182,2024-05-30,NEU,not ironic,
23125902,33535,33535,1796328643477803216,2024-05-30,NEU,not ironic,
23125903,33536,33536,1796328628881666439,2024-05-30,NEU,not ironic,
23125904,33537,33537,1796328620618551333,2024-05-30,NEG,not ironic,
23125905,33538,33538,1796328618953437576,2024-05-30,NEG,not ironic,
23125906,33539,33539,1796328608283377938,2024-05-30,POS,not ironic,
23125907,33540,33540,1796328608253825384,2024-05-30,NEG,not ironic,
23125908,33541,33541,1796328607662670065,2024-05-30,NEU,not ironic,
